uf;br;municipio;mes;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
MG;262;LUZ;4;quarta-feira;Amanhecer;Velocidade Incompatível;Colisão lateral sentido oposto;Ignorado;Simples;"Curva;Declive";Não;true
MG;262;UBERABA;4;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
SP;381;SAO PAULO;4;quarta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Múltipla;Reta;Sim;false
MS;163;BANDEIRANTES;4;quarta-feira;Pleno dia;Condutor Dormindo;Colisão lateral sentido oposto;Nublado;Simples;Reta;Não;false
GO;60;JATAI;4;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Retorno Regulamentado;Não;false
PR;116;QUITANDINHA;4;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Retorno Regulamentado";Não;false
GO;153;MORRINHOS;4;quarta-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
RJ;493;ITABORAI;4;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;"Declive;Reta";Não;false
MG;116;TEOFILO OTONI;4;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Céu Claro;Simples;"Declive;Curva;Em Obras";Não;false
ES;101;SERRA;4;quarta-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Simples;"Aclive;Reta;Interseção de Vias";Sim;false
CE;116;FORTALEZA;4;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
RS;290;ROSARIO DO SUL;4;quarta-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Garoa/Chuvisco;Simples;Curva;Não;false
MG;50;DELTA;4;quarta-feira;Pleno dia;Chuva;Saída de leito carroçável;Chuva;Dupla;Declive;Não;false
ES;101;CARIACICA;4;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Céu Claro;Dupla;Reta;Sim;false
SC;101;SAO JOSE;4;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Múltipla;Reta;Sim;false
RJ;116;PIRAI;3;segunda-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Nevoeiro/Neblina;Dupla;Curva;Não;false
PI;343;PIRIPIRI;4;quarta-feira;Pleno dia;Ultrapassagem Indevida;Saída de leito carroçável;Nublado;Simples;Reta;Não;false
GO;452;ITUMBIARA;4;quarta-feira;Pleno dia;Demais Fenômenos da natureza;Incêndio;Céu Claro;Simples;Curva;Não;false
TO;153;PRESIDENTE KENNEDY;4;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;"Interseção de Vias;Reta";Não;true
PR;376;PONTA GROSSA;4;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Reta;Retorno Regulamentado;Declive";Não;false
RS;386;FONTOURA XAVIER;4;quarta-feira;Pleno dia;Acumulo de água sobre o pavimento;Colisão frontal;Chuva;Simples;Reta;Não;false
DF;70;BRASILIA;4;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Reta;Sim;false
TO;230;CACHOEIRINHA;4;quarta-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Curva;Não;false
ES;262;BREJETUBA;4;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;Curva;Não;false
PR;376;MARINGA;4;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão transversal;Céu Claro;Dupla;Reta;Sim;false
SC;101;BIGUACU;4;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;false
MG;251;FRANCISCO SA;4;quarta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Céu Claro;Simples;Reta;Não;false
GO;158;CAIAPONIA;4;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Simples;"Declive;Curva";Não;false
MG;153;CENTRALINA;4;quarta-feira;Anoitecer;Mal súbito do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
PR;376;ORTIGUEIRA;4;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;"Declive;Curva";Não;false
MT;364;ALTO GARCAS;2;domingo;Pleno dia;Condutor deixou de manter distância do veículo da frente;Saída de leito carroçável;Céu Claro;Simples;Aclive;Não;false
BA;324;AMELIA RODRIGUES;4;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Céu Claro;Dupla;"Reta;Declive";Não;false
PA;316;SANTA IZABEL DO PARA;4;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;"Reta;Retorno Regulamentado";Sim;false
RO;364;OURO PRETO DO OESTE;4;quarta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;"Reta;Em Obras";Não;false
SC;101;BALNEARIO CAMBORIU;4;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Chuva;Dupla;Reta;Sim;false
MG;262;LUZ;4;quarta-feira;Plena Noite;Velocidade Incompatível;Colisão lateral sentido oposto;Céu Claro;Simples;"Declive;Curva";Não;true
SC;101;SAO JOAO DO SUL;4;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Múltipla;Reta;Não;false
SC;101;PALHOCA;4;quinta-feira;Plena Noite;Estacionar ou parar em local proibido;Colisão traseira;Nublado;Múltipla;Reta;Sim;false
GO;153;NOVA GLORIA;4;quinta-feira;Plena Noite;Deficiência do Sistema de Iluminação/Sinalização;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Não;false
RN;304;MACAIBA;4;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Sol;Dupla;Reta;Não;false
PR;376;PONTA GROSSA;4;quinta-feira;Pleno dia;Pedestre andava na pista;Atropelamento de Pedestre;Céu Claro;Dupla;"Curva;Declive";Sim;true
RJ;40;DUQUE DE CAXIAS;4;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Múltipla;"Reta;Em Obras";Não;true
RJ;116;TERESOPOLIS;4;quarta-feira;Plena Noite;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Céu Claro;Simples;"Reta;Aclive";Sim;false
RO;364;OURO PRETO DO OESTE;4;quinta-feira;Plena Noite;Falta de acostamento;Colisão frontal;Céu Claro;Simples;Reta;Não;false
AL;101;TEOTONIO VILELA;4;quinta-feira;Amanhecer;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Céu Claro;Simples;Reta;Sim;false
MG;262;IBIA;4;quinta-feira;Amanhecer;Ausência de reação do condutor;Tombamento;Céu Claro;Simples;Curva;Não;true
SP;116;GUARULHOS;3;terça-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Nublado;Múltipla;Reta;Sim;false
MG;381;POUSO ALEGRE;4;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão com objeto;Chuva;Dupla;Reta;Sim;false
SE;101;LARANJEIRAS;4;quinta-feira;Pleno dia;Demais falhas na via;Saída de leito carroçável;Céu Claro;Dupla;"Curva;Aclive;Em Obras";Não;false
PB;230;ASSUNCAO;2;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Chuva;Simples;"Declive;Curva";Não;false
PE;101;IGARASSU;4;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
GO;70;AGUAS LINDAS DE GOIAS;4;quinta-feira;Pleno dia;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
RJ;116;MAGE;4;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
RJ;116;SAO JOAO DE MERITI;4;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Múltipla;Reta;Sim;false
RJ;101;SILVA JARDIM;4;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não;false
SP;116;JACAREI;2;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Engavetamento;Céu Claro;Dupla;Reta;Sim;false
MG;365;INDIANOPOLIS;3;segunda-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
PR;277;SAO JOSE DOS PINHAIS;1;quarta-feira;Pleno dia;Mal súbito do condutor;Saída de leito carroçável;Nublado;Dupla;Reta;Sim;true
SC;101;TIJUCAS;4;quinta-feira;Pleno dia;Transitar no Acostamento;Atropelamento de Pedestre;Nublado;Dupla;Reta;Sim;false
BA;116;JEQUIE;4;quinta-feira;Pleno dia;Condutor Dormindo;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não;false
RS;290;PORTO ALEGRE;4;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Múltipla;"Reta;Declive";Não;false
MG;262;NOVA SERRANA;4;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;"Declive;Reta";Sim;false
MS;163;ITAQUIRAI;4;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Não;false
PA;230;VITORIA DO XINGU;4;quinta-feira;Pleno dia;Objeto estático sobre o leito carroçável;Colisão com objeto;Chuva;Simples;"Aclive;Reta";Não;false
MG;381;TIMOTEO;4;quinta-feira;Pleno dia;Transitar na contramão;Colisão lateral sentido oposto;Sol;Simples;Reta;Não;false
PR;116;SAO JOSE DOS PINHAIS;4;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Aclive";Sim;false
PA;163;ITAITUBA;2;sexta-feira;Pleno dia;Pista Escorregadia;Colisão frontal;Chuva;Simples;"Declive;Reta";Não;true
CE;222;TIANGUA;3;segunda-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Nevoeiro/Neblina;Simples;"Declive;Curva";Não;false
RS;448;SAPUCAIA DO SUL;4;quinta-feira;Pleno dia;Velocidade Incompatível;Tombamento;Nublado;Simples;Curva;Não;false
BA;324;FEIRA DE SANTANA;4;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Tombamento;Sol;Dupla;Reta;Sim;false
RS;392;RIO GRANDE;4;quinta-feira;Pleno dia;Transitar no Acostamento;Colisão transversal;Céu Claro;Simples;Reta;Sim;false
RJ;493;ITABORAI;4;quinta-feira;Pleno dia;Transitar na contramão;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não;false
RJ;116;PIRAI;4;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Chuva;Dupla;Declive;Não;false
PR;277;CANDOI;4;quinta-feira;Pleno dia;Carga excessiva e/ou mal acondicionada;Colisão com objeto;Céu Claro;Simples;Reta;Não;false
SC;282;SANTO AMARO DA IMPERATRIZ;4;quinta-feira;Anoitecer;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Chuva;Simples;Reta;Sim;false
RS;386;BOA VISTA DAS MISSOES;4;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Interseção de Vias";Sim;true
MG;40;TRES MARIAS;4;quinta-feira;Pleno dia;Acumulo de óleo sobre o pavimento;Saída de leito carroçável;Chuva;Simples;"Reta;Aclive";Não;false
SP;116;PINDAMONHANGABA;1;quarta-feira;Pleno dia;Ausência de reação do condutor;Engavetamento;Garoa/Chuvisco;Dupla;Reta;Sim;false
MG;365;MONTES CLAROS;4;quinta-feira;Plena Noite;Demais falhas na via;Colisão frontal;Céu Claro;Simples;"Em Obras;Declive;Curva";Não;true
MG;262;SAO DOMINGOS DO PRATA;4;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Sol;Simples;Reta;Não;false
CE;116;FORTALEZA;4;quinta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim;false
BA;116;BOA NOVA;4;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Não;false
SP;381;ATIBAIA;4;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Engavetamento;Chuva;Dupla;Reta;Sim;false
PI;343;TERESINA;4;quinta-feira;Pleno dia;Transitar no Acostamento;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
PR;116;MANDIRITUBA;4;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Reta;Não;false
PE;232;MORENO;4;quinta-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Tombamento;Céu Claro;Dupla;Curva;Não;false
SC;470;INDAIAL;4;quinta-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Garoa/Chuvisco;Dupla;Reta;Sim;false
PR;376;CURITIBA;4;quinta-feira;Plena Noite;Velocidade Incompatível;Colisão traseira;Nublado;Dupla;Reta;Sim;true
PR;153;MALLET;4;quinta-feira;Plena Noite;Ausência de reação do condutor;Tombamento;Garoa/Chuvisco;Simples;Curva;Não;false
PR;153;RIO AZUL;4;quinta-feira;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Garoa/Chuvisco;Simples;Reta;Não;false
MT;364;RONDONOPOLIS;4;quinta-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Dupla;"Curva;Interseção de Vias";Não;false
RJ;116;BARRA MANSA;4;quinta-feira;Plena Noite;Ausência de reação do condutor;Engavetamento;Céu Claro;Simples;"Em Obras;Declive;Curva";Não;false
CE;116;HORIZONTE;4;sexta-feira;Plena Noite;Objeto estático sobre o leito carroçável;Colisão traseira;Chuva;Dupla;Aclive;Não;false
MG;381;SAO GONCALO DO SAPUCAI;4;quinta-feira;Plena Noite;Velocidade Incompatível;Colisão traseira;Garoa/Chuvisco;Dupla;"Aclive;Curva";Não;false
SC;101;BARRA VELHA;4;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Garoa/Chuvisco;Múltipla;Reta;Sim;false
RS;386;SEBERI;4;sexta-feira;Plena Noite;Transitar na contramão;Colisão lateral sentido oposto;Nublado;Simples;Curva;Não;false
PR;163;GUAIRA;4;sexta-feira;Plena Noite;Manobra de mudança de faixa;Saída de leito carroçável;Céu Claro;Simples;Curva;Não;false
ES;101;SAO MATEUS;4;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Céu Claro;Múltipla;Reta;Não;false
MG;381;OLIVEIRA;4;sexta-feira;Amanhecer;Condutor Dormindo;Tombamento;Céu Claro;Dupla;Reta;Não;false
RO;364;PORTO VELHO;4;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;false
BA;101;ALAGOINHAS;4;sexta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
PR;277;MORRETES;4;sexta-feira;Amanhecer;Reação tardia ou ineficiente do condutor;Colisão traseira;Nublado;Dupla;"Reta;Declive";Não;false
MA;230;BARAO DE GRAJAU;4;sexta-feira;Amanhecer;Demais falhas mecânicas ou elétricas;Eventos atípicos;Sol;Simples;Reta;Não;false
RJ;40;DUQUE DE CAXIAS;4;sexta-feira;Plena Noite;Condutor Dormindo;Saída de leito carroçável;Nublado;Múltipla;Reta;Sim;false
ES;101;SERRA;4;sexta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não;false
PR;153;TIBAGI;4;sexta-feira;Pleno dia;Neblina;Colisão frontal;Nevoeiro/Neblina;Simples;Reta;Não;false
SC;101;TUBARAO;3;segunda-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Nublado;Dupla;"Reta;Desvio Temporário";Sim;false
SP;153;SAO JOSE DO RIO PRETO;4;sexta-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;"Retorno Regulamentado;Curva";Não;false
MG;50;UBERLANDIA;4;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;"Aclive;Curva";Não;false
MA;10;ACAILANDIA;4;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Simples;Reta;Não;false
MG;381;CARMOPOLIS DE MINAS;4;sexta-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;"Reta;Declive";Não;false
SC;101;SAO JOSE;4;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Nublado;Múltipla;"Reta;Aclive";Sim;false
MG;40;ITABIRITO;4;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Chuva;Simples;Reta;Não;false
BA;110;ALAGOINHAS;4;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Sol;Simples;Curva;Não;false
MG;381;CONTAGEM;4;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Nublado;Múltipla;"Aclive;Curva";Sim;true
SC;470;NAVEGANTES;4;sexta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Nublado;Dupla;Reta;Sim;false
SP;116;GUARULHOS;4;sexta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Atropelamento de Pedestre;Céu Claro;Dupla;"Interseção de Vias;Reta";Sim;false
PR;153;GENERAL CARNEIRO;4;sexta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Nublado;Simples;Retorno Regulamentado;Não;false
MG;116;LEOPOLDINA;4;sexta-feira;Pleno dia;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;"Curva;Declive";Não;true
MS;163;BANDEIRANTES;4;terça-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Incêndio;Céu Claro;Simples;Reta;Não;false
PR;376;MARILANDIA DO SUL;4;sexta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Nublado;Dupla;"Interseção de Vias;Viaduto;Declive";Sim;true
PR;376;TIBAGI;4;sexta-feira;Pleno dia;Transitar na contramão;Colisão com objeto;Céu Claro;Simples;"Desvio Temporário;Reta";Não;true
PI;343;CAMPO MAIOR;4;sexta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;true
MA;230;BARAO DE GRAJAU;4;sexta-feira;Pleno dia;Condutor Dormindo;Saída de leito carroçável;Céu Claro;Simples;Reta;Não;false
PA;316;SAO FRANCISCO DO PARA;4;sexta-feira;Pleno dia;Transitar na contramão;Colisão frontal;Chuva;Simples;Aclive;Não;true
ES;101;SERRA;4;sexta-feira;Pleno dia;Velocidade Incompatível;Colisão traseira;Céu Claro;Dupla;"Declive;Reta";Sim;false
SC;470;TROMBUDO CENTRAL;4;sexta-feira;Pleno dia;Ultrapassagem Indevida;Colisão frontal;Céu Claro;Simples;Reta;Sim;true
SP;116;CAJATI;4;sexta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Garoa/Chuvisco;Simples;Curva;Não;false
MG;40;PARACATU;3;sexta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;Reta;Não;false
MG;40;ITABIRITO;4;sexta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Nublado;Simples;Reta;Não;false
RS;392;SAO SEPE;4;sexta-feira;Plena Noite;Demais falhas na via;Colisão transversal;Céu Claro;Simples;"Reta;Aclive";Não;false
MG;50;UBERABA;4;sexta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim;true
SP;381;BRAGANCA PAULISTA;4;sexta-feira;Plena Noite;Ausência de reação do condutor;Saída de leito carroçável;Garoa/Chuvisco;Dupla;"Reta;Declive";Sim;false
RJ;393;TRES RIOS;4;sexta-feira;Pleno dia;Chuva;Colisão lateral sentido oposto;Chuva;Simples;"Declive;Curva";Não;true
RN;304;ANGICOS;4;sexta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não;false
MG;251;FRANCISCO SA;4;sexta-feira;Anoitecer;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;"Curva;Declive";Não;true
MG;116;MEDINA;4;sexta-feira;Plena Noite;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Céu Claro;Simples;"Reta;Declive";Sim;false
MG;381;CAMBUI;4;sexta-feira;Plena Noite;Velocidade Incompatível;Colisão frontal;Nublado;Dupla;Reta;Não;false
GO;50;CUMARI;4;sexta-feira;Plena Noite;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;"Declive;Reta";Não;false
MG;40;TRES MARIAS;4;sexta-feira;Plena Noite;Problema com o freio;Incêndio;Céu Claro;Simples;"Aclive;Reta";Não;false
RJ;101;ANGRA DOS REIS;4;sexta-feira;Plena Noite;Chuva;Colisão traseira;Chuva;Simples;Reta;Não;false
MG;262;ARAXA;4;sexta-feira;Plena Noite;Problema com o freio;Incêndio;Céu Claro;Simples;"Aclive;Reta";Não;false
