data_inversa;dia_semana;horario;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tipo_pista;tracado_via;uso_solo;mortos;acidente_fatal
2025-09-27;sábado;18:10:00;PI;230;FLORIANO;Afundamento ou ondulação no pavimento;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-09-27;sábado;20:10:00;BA;116;VITORIA DA CONQUISTA;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-27;sábado;19:40:00;RJ;101;ANGRA DOS REIS;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-27;sábado;20:25:00;BA;324;SALVADOR;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Nublado;Múltipla;Curva;Sim;0;false
2025-09-27;sábado;20:00:00;SP;153;OURINHOS;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-27;sábado;17:00:00;MG;50;UBERABA;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;19:50:00;PR;277;SAO MIGUEL DO IGUACU;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Não;0;false
2025-09-27;sábado;17:40:00;MG;116;MANHUACU;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Reta;Não;0;false
2025-09-27;sábado;20:15:00;PI;316;TERESINA;Deficiência do Sistema de Iluminação/Sinalização;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-27;sábado;20:00:00;MG;116;LARANJAL;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Com Vítimas Feridas;Plena Noite;Nublado;Simples;"Reta;Declive";Não;0;false
2025-09-27;sábado;19:55:00;MG;40;PARACATU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-09-27;sábado;21:15:00;BA;324;SALVADOR;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Curva;Sim;0;false
2025-09-27;sábado;20:00:00;MG;262;NOVA SERRANA;Ausência de reação do condutor;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Céu Claro;Dupla;Reta;Não;1;true
2025-09-27;sábado;21:20:00;PE;428;PETROLINA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-27;sábado;19:45:00;PI;343;BRASILEIRA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-27;sábado;16:25:00;RJ;101;NITEROI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;21:50:00;PR;116;SAO JOSE DOS PINHAIS;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Ignorado;Dupla;Curva;Sim;0;false
2025-09-27;sábado;20:49:00;MS;163;RIO VERDE DE MATO GROSSO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Reta;Interseção de Vias";Não;0;false
2025-09-27;sábado;21:50:00;RS;470;BENTO GONCALVES;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Nublado;Simples;Aclive;Sim;0;false
2025-09-27;sábado;21:40:00;SC;280;RIO NEGRINHO;Desrespeitar a preferência no cruzamento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Reta;Aclive";Sim;0;false
2025-09-27;sábado;22:00:00;PR;277;CAMPO LARGO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;21:10:00;PR;277;CASCAVEL;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;Reta;Sim;0;false
2025-09-19;sexta-feira;09:30:00;BA;116;IRAJUBA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;Curva;Não;0;false
2025-09-27;sábado;22:00:00;PI;316;TERESINA;Objeto estático sobre o leito carroçável;Colisão com objeto;Sem Vítimas;Plena Noite;Céu Claro;Múltipla;Reta;Sim;0;false
2025-09-27;sábado;22:50:00;MG;381;BETIM;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-27;sábado;23:00:00;TO;153;MIRANORTE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-27;sábado;21:30:00;RJ;495;TERESOPOLIS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-09-27;sábado;21:15:00;MT;364;RONDONOPOLIS;Ingestão de álcool pelo condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-27;sábado;14:40:00;RJ;116;DUQUE DE CAXIAS;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;21:20:00;GO;60;GOIANAPOLIS;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;23:00:00;RJ;116;TERESOPOLIS;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Interseção de Vias;Sim;0;false
2025-09-27;sábado;23:17:00;SP;153;ONDA VERDE;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Sem Vítimas;Plena Noite;Céu Claro;Simples;Rotatória;Não;0;false
2025-09-27;sábado;23:00:00;RJ;493;ITABORAI;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-09-27;sábado;22:15:00;RO;174;VILHENA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Nublado;Simples;"Em Obras;Reta";Sim;0;false
2025-09-28;domingo;01:00:00;SC;280;GUARAMIRIM;Área urbana sem a presença de local apropriado para a travessia de pedestres;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Garoa/Chuvisco;Dupla;Curva;Sim;0;false
2025-09-27;sábado;21:50:00;RS;386;SAO PEDRO DAS MISSOES;Reação tardia ou ineficiente do condutor;Capotamento;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;01:40:00;SC;101;SAO JOSE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Nublado;Múltipla;Reta;Sim;0;false
2025-09-28;domingo;00:55:00;SC;282;CHAPECO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Chuva;Simples;Curva;Não;0;false
2025-09-28;domingo;02:10:00;GO;40;VALPARAISO DE GOIAS;Condutor Dormindo;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Viaduto;Reta";Sim;0;false
2025-09-28;domingo;02:30:00;MG;381;CONTAGEM;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;Reta;Sim;0;false
2025-09-28;domingo;02:00:00;PR;116;RIO NEGRO;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Declive;Reta";Não;0;false
2025-09-28;domingo;02:10:00;MS;163;JUTI;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Reta;Não;0;false
2025-09-27;sábado;22:30:00;MT;70;VARZEA GRANDE;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;03:00:00;SP;153;OCAUCU;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Simples;Curva;Não;0;false
2025-09-28;domingo;03:30:00;SP;153;BADY BASSITT;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Curva;Declive";Sim;0;false
2025-09-28;domingo;03:30:00;PR;277;FOZ DO IGUACU;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Garoa/Chuvisco;Dupla;"Interseção de Vias;Reta";Não;0;false
2025-09-28;domingo;00:30:00;PI;230;OEIRAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;"Reta;Aclive";Não;1;true
2025-09-28;domingo;03:30:00;RJ;101;ITABORAI;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-09-28;domingo;04:30:00;MG;251;MONTES CLAROS;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Aclive;Reta";Não;0;false
2025-09-28;domingo;00:40:00;GO;452;RIO VERDE;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;Reta;Não;1;true
2025-09-27;sábado;23:40:00;MG;40;JUIZ DE FORA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Curva;Sim;0;false
2025-09-28;domingo;04:40:00;RS;448;PORTO ALEGRE;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Nublado;Simples;"Viaduto;Curva;Declive";Sim;0;false
2025-09-28;domingo;04:35:00;SC;163;GUARACIABA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Chuva;Simples;Curva;Não;0;false
2025-09-28;domingo;04:30:00;SC;101;SAO JOSE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Garoa/Chuvisco;Múltipla;Reta;Sim;0;false
2025-09-28;domingo;05:40:00;RS;158;SANTA MARIA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Garoa/Chuvisco;Dupla;"Interseção de Vias;Retorno Regulamentado";Sim;0;false
2025-09-28;domingo;04:20:00;RJ;493;ITABORAI;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Amanhecer;Céu Claro;Simples;Curva;Sim;0;false
2025-09-28;domingo;05:50:00;GO;40;VALPARAISO DE GOIAS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;05:40:00;SC;282;CHAPECO;Condutor Dormindo;Colisão com objeto;Sem Vítimas;Plena Noite;Garoa/Chuvisco;Simples;Rotatória;Sim;0;false
2025-09-27;sábado;06:00:00;SC;282;PINHALZINHO;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Amanhecer;Céu Claro;Simples;"Em Obras;Curva";Não;2;true
2025-09-27;sábado;21:30:00;RJ;40;DUQUE DE CAXIAS;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Viaduto;Curva;Aclive";Não;0;false
2025-09-28;domingo;01:00:00;PI;343;AGUA BRANCA;Reação tardia ou ineficiente do condutor;Eventos atípicos;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Sim;0;false
2025-09-28;domingo;05:30:00;RJ;40;DUQUE DE CAXIAS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;06:15:00;PE;232;VITORIA DE SANTO ANTAO;Transitar no Acostamento;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;Reta;Sim;0;false
2025-09-28;domingo;03:40:00;PI;316;ELESBAO VELOSO;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Ignorado;Simples;Reta;Não;0;false
2025-09-28;domingo;06:30:00;RS;392;PELOTAS;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Céu Claro;Dupla;Curva;Sim;0;false
2025-09-28;domingo;05:30:00;BA;101;RIO REAL;Ingestão de álcool pelo condutor;Saída de leito carroçável;Sem Vítimas;Amanhecer;Nublado;Simples;Reta;Não;0;false
2025-09-28;domingo;05:45:00;MS;163;CAMPO GRANDE;Objeto estático sobre o leito carroçável;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Céu Claro;Dupla;Curva;Não;0;false
2025-09-28;domingo;07:05:00;MG;50;UBERABA;Condutor Dormindo;Colisão com objeto;Sem Vítimas;Amanhecer;Céu Claro;Dupla;"Reta;Aclive";Não;0;false
2025-09-28;domingo;06:00:00;SC;101;ITAJAI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;06:10:00;RO;364;PORTO VELHO;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-09-26;sexta-feira;23:30:00;RS;386;LAJEADO;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;07:25:00;PA;308;CAPANEMA;Ingestão de álcool pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Interseção de Vias;Sim;0;false
2025-09-27;sábado;20:45:00;BA;110;CICERO DANTAS;Ausência de reação do condutor;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Nublado;Simples;Reta;Não;1;true
2025-09-27;sábado;22:30:00;RJ;356;CARDOSO MOREIRA;Animais na Pista;Atropelamento de Animal;Com Vítimas Fatais;Plena Noite;Chuva;Simples;Reta;Não;1;true
2025-09-28;domingo;04:30:00;RJ;40;DUQUE DE CAXIAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Sim;0;false
2025-09-28;domingo;06:50:00;RN;101;PARNAMIRIM;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Não;0;false
2025-09-28;domingo;06:30:00;PR;376;CURITIBA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Nublado;Dupla;Reta;Sim;1;true
2025-09-28;domingo;07:10:00;MG;262;BETIM;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;03:30:00;PB;230;SAO JOAO DO RIO DO PEIXE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;"Reta;Interseção de Vias";Não;1;true
2025-09-27;sábado;22:30:00;RJ;40;DUQUE DE CAXIAS;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Declive;Sim;0;false
2025-09-28;domingo;08:20:00;RJ;116;SAO JOAO DE MERITI;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;08:30:00;AP;210;MACAPA;Conversão proibida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;Reta;Não;0;false
2025-09-28;domingo;08:30:00;PI;343;FLORIANO;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Retorno Regulamentado;Reta";Sim;0;false
2025-09-28;domingo;01:22:00;GO;452;RIO VERDE;Desrespeitar a preferência no cruzamento;Colisão transversal;Sem Vítimas;Plena Noite;Céu Claro;Simples;"Reta;Retorno Regulamentado";Não;0;false
2025-09-28;domingo;08:50:00;RJ;101;PARATY;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;10:40:00;PB;101;BAYEUX;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;07:30:00;ES;101;CARIACICA;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Pleno dia;Sol;Dupla;Curva;Sim;0;false
2025-09-28;domingo;10:20:00;PI;402;PARNAIBA;Manobra de mudança de faixa;Colisão frontal;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-09-28;domingo;11:00:00;MG;50;UBERLANDIA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;09:57:00;MS;163;SAO GABRIEL DO OESTE;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;09:00:00;PI;135;BOM JESUS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Reta;Declive";Não;0;false
2025-09-28;domingo;11:45:00;MG;40;CONTAGEM;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Em Obras;Reta";Sim;0;false
2025-09-28;domingo;12:00:00;RJ;116;RIO DE JANEIRO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;10:20:00;PE;428;PETROLINA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;10:40:00;BA;101;MASCOTE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Curva;Não;1;true
2025-09-28;domingo;10:40:00;RJ;493;ITABORAI;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-09-28;domingo;11:14:00;AM;174;MANAUS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Curva;Aclive";Sim;0;false
2025-09-28;domingo;12:02:00;PE;232;CARUARU;Pista esburacada;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;08:30:00;MA;10;RIBAMAR FIQUENE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Céu Claro;Simples;Declive;Não;0;false
2025-09-28;domingo;06:00:00;GO;153;HIDROLANDIA;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;10:00:00;RS;285;SALDANHA MARINHO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;Reta;Não;0;false
2025-09-28;domingo;11:10:00;RJ;40;PETROPOLIS;Curva acentuada;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Curva;Não;0;false
2025-09-28;domingo;12:15:00;PI;343;TERESINA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Rotatória;Viaduto;Interseção de Vias";Sim;0;false
2025-09-28;domingo;13:25:00;PE;101;RECIFE;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;10:15:00;RS;285;SAO LUIZ GONZAGA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Sol;Simples;Rotatória;Não;0;false
2025-09-28;domingo;14:10:00;MG;364;FRUTAL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Interseção de Vias;Não;0;false
2025-09-28;domingo;14:00:00;RJ;101;MANGARATIBA;Manobra de mudança de faixa;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;14:15:00;MG;459;SENADOR JOSE BENTO;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-09-28;domingo;14:00:00;PR;376;TIJUCAS DO SUL;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;"Curva;Declive";Não;0;false
2025-09-27;sábado;13:40:00;RJ;40;COMENDADOR LEVY GASPARIAN;Velocidade Incompatível;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Curva;Não;0;false
2025-09-28;domingo;10:50:00;MG;251;CACHOEIRA DE PAJEU;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;14:40:00;RS;290;PORTO ALEGRE;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Curva;Sim;0;false
2025-09-28;domingo;14:35:00;SE;235;ITABAIANA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Reta;Não;0;false
2025-09-28;domingo;14:14:00;SC;282;CAMPOS NOVOS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Reta;Declive";Não;0;false
2025-09-28;domingo;15:20:00;MG;40;PARAOPEBA;Ingestão de álcool pelo condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;12:00:00;MT;364;COMODORO;Demais Fenômenos da natureza;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;15:50:00;PB;230;JOAO PESSOA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Aclive;Curva";Sim;0;false
2025-09-28;domingo;14:50:00;PR;376;TIJUCAS DO SUL;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;"Declive;Reta";Não;0;false
2025-09-28;domingo;15:20:00;SC;101;JOINVILLE;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Rotatória;Interseção de Vias";Sim;0;false
2025-09-28;domingo;15:54:00;ES;101;CARIACICA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;14:20:00;RJ;40;RIO DE JANEIRO;Entrada inopinada do pedestre;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;13:00:00;RJ;101;ITABORAI;Condutor deixou de manter distância do veículo da frente;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;17:00:00;RN;304;MOSSORO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;Rotatória;Não;0;false
2025-09-28;domingo;15:00:00;MA;135;PERITORO;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Curva;Sim;1;true
2025-09-28;domingo;14:00:00;AC;364;SENADOR GUIOMARD;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Aclive;Reta";Não;0;false
2025-09-28;domingo;15:05:00;BA;135;SANTA MARIA DA VITORIA;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-09-28;domingo;12:30:00;RJ;116;SAPUCAIA;Acumulo de óleo sobre o pavimento;Capotamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-09-28;domingo;14:30:00;MS;163;RIO VERDE DE MATO GROSSO;Reação tardia ou ineficiente do condutor;Capotamento;Sem Vítimas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-09-28;domingo;16:00:00;MG;262;UBERABA;Ingestão de álcool pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Retorno Regulamentado;Sim;0;false
2025-09-28;domingo;12:10:00;SC;280;SAO BENTO DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Garoa/Chuvisco;Simples;"Curva;Aclive";Não;0;false
2025-09-28;domingo;16:55:00;RS;116;CAXIAS DO SUL;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;17:15:00;GO;153;ANAPOLIS;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Reta;Aclive";Sim;0;false
2025-09-28;domingo;16:20:00;RO;435;COLORADO DO OESTE;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Simples;Curva;Sim;0;false
2025-09-28;domingo;17:30:00;MA;135;SAO LUIS;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;Reta;Sim;0;false
2025-09-28;domingo;16:33:00;MT;163;SORRISO;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Céu Claro;Dupla;Declive;Sim;0;false
2025-09-28;domingo;17:40:00;MG;354;POUSO ALTO;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;"Declive;Reta";Não;0;false
2025-09-28;domingo;08:00:00;RS;472;ITAQUI;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-09-28;domingo;18:11:00;GO;40;VALPARAISO DE GOIAS;Transitar no Acostamento;Colisão lateral mesmo sentido;Sem Vítimas;Anoitecer;Céu Claro;Dupla;Reta;Não;0;false
2025-09-28;domingo;17:42:00;PE;101;RECIFE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Sim;0;false
