data_inversa;dia_semana;horario;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;tipo_pista;tracado_via;uso_solo;mortos;acidente_fatal
2025-01-01;quarta-feira;06:20:00;SP;116;GUARULHOS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Reta;Declive";Sim;0;false
2025-01-01;quarta-feira;07:50:00;CE;116;PENAFORTE;Pista esburacada;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Não;1;true
2025-01-01;quarta-feira;08:45:00;PR;369;CORNELIO PROCOPIO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;"Reta;Aclive";Sim;0;false
2025-01-01;quarta-feira;11:00:00;PR;116;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-01;quarta-feira;09:30:00;MG;251;FRANCISCO SA;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Chuva;Simples;"Curva;Declive";Não;0;false
2025-01-01;quarta-feira;10:40:00;MT;70;CACERES;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Não;2;true
2025-01-01;quarta-feira;12:23:00;RS;116;TAPES;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-01;quarta-feira;17:45:00;SC;101;SAO JOSE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-01-01;quarta-feira;18:40:00;MG;116;MURIAE;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Anoitecer;Nublado;Simples;Curva;Não;1;true
2025-01-01;quarta-feira;17:00:00;PE;407;AFRANIO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Aclive;Curva";Não;0;false
2025-01-01;quarta-feira;20:20:00;SC;101;CAPIVARI DE BAIXO;Ingestão de álcool pelo condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Garoa/Chuvisco;Dupla;"Curva;Interseção de Vias";Sim;0;false
2025-01-01;quarta-feira;20:00:00;MG;381;RIO MANSO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Chuva;Dupla;Curva;Não;0;false
2025-01-01;quarta-feira;21:00:00;PB;405;MARIZOPOLIS;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Curva;Sim;0;false
2025-01-02;quinta-feira;05:45:00;MG;116;MURIAE;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-01;quarta-feira;19:00:00;SC;153;CONCORDIA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Simples;"Reta;Declive";Não;0;false
2025-01-02;quinta-feira;07:20:00;PR;116;FAZENDA RIO GRANDE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;Reta;Sim;0;false
2025-01-02;quinta-feira;07:15:00;PB;230;MOGEIRO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-02;quinta-feira;06:42:00;MT;163;GUARANTA DO NORTE;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Garoa/Chuvisco;Dupla;"Curva;Aclive";Não;0;false
2025-01-02;quinta-feira;06:30:00;PR;163;CAPITAO LEONIDAS MARQUES;Velocidade Incompatível;Colisão com objeto;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;"Declive;Reta";Sim;1;true
2025-01-02;quinta-feira;08:20:00;MG;40;CONSELHEIRO LAFAIETE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-02;quinta-feira;08:19:00;MT;163;SINOP;Chuva;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Retorno Regulamentado;Sim;0;false
2025-01-02;quinta-feira;11:57:00;PE;232;JABOATAO DOS GUARARAPES;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-02;quinta-feira;13:30:00;PR;116;SAO JOSE DOS PINHAIS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;"Reta;Aclive";Não;0;false
2025-01-02;quinta-feira;13:20:00;ES;262;MARECHAL FLORIANO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Ponte;Declive;Curva";Não;0;false
2025-01-02;quinta-feira;13:01:00;PE;101;IGARASSU;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Sol;Múltipla;Reta;Sim;0;false
2025-01-02;quinta-feira;14:30:00;RJ;101;RIO DE JANEIRO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Curva;Ponte";Não;0;false
2025-01-02;quinta-feira;11:30:00;CE;222;TIANGUA;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-02;quinta-feira;06:50:00;MA;135;MIRANDA DO NORTE;Manobra de mudança de faixa;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-02;quinta-feira;14:00:00;RS;287;MATA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-02;quinta-feira;14:00:00;RJ;116;PINHEIRAL;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Não;0;false
2025-01-02;quinta-feira;19:20:00;RS;290;SAO SEPE;Ausência de reação do condutor;Colisão frontal;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Curva;Não;0;false
2025-01-02;quinta-feira;19:40:00;TO;230;SAO BENTO DO TOCANTINS;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Aclive;Não;0;false
2025-01-02;quinta-feira;18:20:00;RJ;393;TRES RIOS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Céu Claro;Simples;Curva;Sim;0;false
2025-01-02;quinta-feira;15:30:00;PR;376;TIBAGI;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Chuva;Dupla;"Curva;Declive";Não;0;false
2025-01-02;quinta-feira;15:00:00;PI;135;JERUMENHA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-02;quinta-feira;20:45:00;GO;364;MINEIROS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Nublado;Simples;Reta;Sim;1;true
2025-01-02;quinta-feira;17:15:00;PR;369;JURANDA;Demais falhas mecânicas ou elétricas;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Reta;Não;1;true
2025-01-02;quinta-feira;21:30:00;MG;116;SANTA BARBARA DO LESTE;Pedestre andava na pista;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;00:30:00;GO;20;FORMOSA;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Sem Vítimas;Plena Noite;Chuva;Simples;"Em Obras;Declive;Curva";Sim;0;false
2025-01-03;sexta-feira;00:10:00;SC;282;FAXINAL DOS GUEDES;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;03:30:00;MG;381;BETIM;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Chuva;Múltipla;"Curva;Declive";Não;0;false
2025-01-03;sexta-feira;04:12:00;PE;101;IGARASSU;Manobra de mudança de faixa;Colisão traseira;Sem Vítimas;Amanhecer;Vento;Dupla;Reta;Não;0;false
2025-01-03;sexta-feira;05:03:00;ES;101;CARIACICA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Amanhecer;Nublado;Dupla;"Aclive;Reta";Sim;0;false
2025-01-03;sexta-feira;06:10:00;BA;116;ENCRUZILHADA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Amanhecer;Céu Claro;Simples;"Declive;Reta";Não;5;true
2025-01-03;sexta-feira;07:08:00;PB;101;BAYEUX;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Declive;Sim;0;false
2025-01-03;sexta-feira;07:30:00;MG;251;FRUTA DE LEITE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;06:30:00;PE;232;SERTANIA;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;10:00:00;SP;116;CAJATI;Curva acentuada;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-01-03;sexta-feira;09:10:00;RO;364;VILHENA;Área urbana sem a presença de local apropriado para a travessia de pedestres;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Sim;0;false
2025-01-03;sexta-feira;11:05:00;PE;232;RECIFE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-01-03;sexta-feira;11:00:00;SC;101;BALNEARIO CAMBORIU;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Múltipla;Reta;Sim;0;false
2025-01-03;sexta-feira;12:30:00;SP;381;MAIRIPORA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;"Reta;Declive";Não;0;false
2025-01-03;sexta-feira;10:40:00;GO;153;PORANGATU;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;11:50:00;RS;290;ROSARIO DO SUL;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Sim;0;false
2025-01-03;sexta-feira;12:20:00;BA;101;ESPLANADA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Em Obras;Desvio Temporário;Reta";Não;0;false
2025-01-03;sexta-feira;13:12:00;PR;277;LARANJEIRAS DO SUL;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Aclive;Interseção de Vias;Reta";Não;0;false
2025-01-03;sexta-feira;10:50:00;SC;101;JOINVILLE;Estacionar ou parar em local proibido;Colisão traseira;Com Vítimas Fatais;Pleno dia;Sol;Múltipla;"Aclive;Reta";Sim;1;true
2025-01-03;sexta-feira;11:30:00;MS;158;APARECIDA DO TABOADO;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;Curva;Não;1;true
2025-01-03;sexta-feira;14:30:00;SC;101;BARRA VELHA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Não;0;false
2025-01-03;sexta-feira;14:30:00;MG;40;ITABIRITO;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Chuva;Dupla;Curva;Não;0;false
2025-01-03;sexta-feira;12:50:00;RJ;101;ANGRA DOS REIS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-03;sexta-feira;17:00:00;ES;101;VIANA;Demais falhas mecânicas ou elétricas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;"Aclive;Retorno Regulamentado";Sim;0;false
2025-01-03;sexta-feira;07:30:00;BA;116;BREJOES;Demais falhas na via;Tombamento;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Curva;Aclive";Não;0;false
2025-01-03;sexta-feira;16:40:00;RJ;116;DUQUE DE CAXIAS;Condutor deixou de manter distância do veículo da frente;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Céu Claro;Dupla;Reta;Sim;1;true
2025-01-03;sexta-feira;17:30:00;ES;101;CARIACICA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Plena Noite;Ignorado;Dupla;Reta;Não;0;false
2025-01-03;sexta-feira;14:45:00;MG;381;GOVERNADOR VALADARES;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;16:24:00;MT;364;JUSCIMEIRA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-03;sexta-feira;17:20:00;SP;116;REGISTRO;Manobra de mudança de faixa;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;Reta;Sim;0;false
2025-01-03;sexta-feira;10:30:00;RO;429;ALVORADA DOESTE;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-01-03;sexta-feira;20:00:00;BA;110;SAO SEBASTIAO DO PASSE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Aclive;Reta";Não;0;false
2025-01-03;sexta-feira;19:40:00;RJ;101;ANGRA DOS REIS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;17:05:00;RJ;116;SAPUCAIA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Anoitecer;Nublado;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;21:30:00;RJ;40;DUQUE DE CAXIAS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Ignorado;Múltipla;Reta;Sim;0;false
2025-01-03;sexta-feira;17:50:00;MG;153;FRUTAL;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Chuva;Simples;Reta;Não;1;true
2025-01-03;sexta-feira;23:00:00;MG;381;OLIVEIRA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Curva;Não;0;false
2025-01-04;sábado;00:15:00;RJ;356;ITAPERUNA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Garoa/Chuvisco;Simples;Reta;Não;0;false
2025-01-03;sexta-feira;23:00:00;MG;116;ALEM PARAIBA;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Chuva;Simples;Reta;Não;0;false
2025-01-04;sábado;02:46:00;RJ;116;RESENDE;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Não;0;false
2025-01-04;sábado;02:50:00;SC;101;PORTO BELO;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Sim;0;false
2025-01-03;sexta-feira;22:45:00;RS;158;SAO GABRIEL;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;Reta;Não;1;true
2025-01-04;sábado;02:15:00;MG;262;LUZ;Ausência de reação do condutor;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Chuva;Simples;"Curva;Aclive";Não;1;true
2025-01-04;sábado;03:15:00;PR;277;SAO JOSE DOS PINHAIS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-01-04;sábado;03:40:00;RS;285;CAPAO BONITO DO SUL;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Curva;Não;0;false
2025-01-04;sábado;05:40:00;BA;116;CANDIDO SALES;Condutor Dormindo;Colisão frontal;Sem Vítimas;Amanhecer;Nublado;Simples;Reta;Sim;0;false
2025-01-04;sábado;08:30:00;PR;369;UBIRATA;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Sem Vítimas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-04;sábado;07:45:00;MG;365;PATOS DE MINAS;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Chuva;Simples;Curva;Não;0;false
2025-01-04;sábado;11:00:00;PR;153;SANTO ANTONIO DA PLATINA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;09:00:00;MG;251;FRANCISCO SA;Chuva;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Chuva;Simples;"Curva;Declive";Não;0;false
2025-01-04;sábado;09:00:00;MT;364;JACIARA;Demais falhas mecânicas ou elétricas;Engavetamento;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;"Declive;Reta";Não;0;false
2025-01-04;sábado;11:20:00;SP;116;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Curva;Não;0;false
2025-01-04;sábado;07:30:00;BA;116;ITATIM;Manobra de mudança de faixa;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-04;sábado;12:20:00;TO;10;PALMAS;Acumulo de água sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Chuva;Dupla;Reta;Não;1;true
2025-01-04;sábado;12:39:00;BA;116;PLANALTO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;14:10:00;SP;153;NOVA GRANADA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Nublado;Simples;"Reta;Aclive";Não;0;false
2025-01-04;sábado;15:00:00;RS;386;NOVA SANTA RITA;Ausência de reação do condutor;Colisão transversal;Sem Vítimas;Pleno dia;Céu Claro;Dupla;"Interseção de Vias;Rotatória";Sim;0;false
2025-01-04;sábado;14:50:00;RJ;116;MAGE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Sol;Dupla;Reta;Não;0;false
2025-01-04;sábado;16:35:00;MG;116;ITAMBACURI;Transitar no Acostamento;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;14:30:00;PB;230;CAMPINA GRANDE;Condutor deixou de manter distância do veículo da frente;Engavetamento;Sem Vítimas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-04;sábado;16:45:00;PB;104;LAGOA SECA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Reta;Aclive";Não;0;false
2025-01-04;sábado;18:40:00;BA;116;LAMARAO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;"Aclive;Reta";Não;2;true
2025-01-04;sábado;19:30:00;MG;262;PARA DE MINAS;Pedestre - Ingestão de álcool/ substâncias psicoativas;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Nublado;Dupla;Reta;Sim;1;true
2025-01-04;sábado;16:50:00;MG;116;ORIZANIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;18:30:00;PE;428;CABROBO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Nublado;Simples;Reta;Não;1;true
2025-01-04;sábado;21:00:00;PR;277;CANTAGALO;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-04;sábado;22:00:00;SP;116;LORENA;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Nublado;Dupla;Reta;Sim;0;false
2025-01-05;domingo;00:45:00;MG;50;UBERABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;"Aclive;Reta";Não;0;false
2025-01-04;sábado;23:40:00;BA;116;FEIRA DE SANTANA;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Céu Claro;Dupla;Curva;Sim;0;false
2025-01-05;domingo;06:40:00;RJ;116;PIRAI;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Nublado;Dupla;"Curva;Declive";Não;0;false
2025-01-05;domingo;04:36:00;RO;364;PRESIDENTE MEDICI;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Fatais;Plena Noite;Ignorado;Simples;"Reta;Interseção de Vias";Não;1;true
2025-01-05;domingo;07:30:00;RS;386;TRIUNFO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-05;domingo;10:00:00;CE;222;FORQUILHA;Afundamento ou ondulação no pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-01-05;domingo;11:00:00;MG;116;ALEM PARAIBA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-05;domingo;12:30:00;RS;287;JAGUARI;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Declive;Curva;Interseção de Vias";Sim;0;false
2025-01-05;domingo;07:30:00;BA;101;IBIRAPITANGA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-05;domingo;14:26:00;MT;174;COMODORO;Acumulo de água sobre o pavimento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Chuva;Simples;"Reta;Declive";Não;0;false
2025-01-05;domingo;14:15:00;MG;356;EUGENOPOLIS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Curva;Declive";Não;0;false
2025-01-05;domingo;15:50:00;SC;470;RODEIO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Céu Claro;Simples;"Reta;Ponte";Não;1;true
2025-01-05;domingo;11:40:00;BA;20;SAO DESIDERIO;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Nublado;Simples;Reta;Não;0;false
2025-01-05;domingo;18:00:00;BA;101;ITAGIMIRIM;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-05;domingo;19:05:00;MS;267;NOVA ALVORADA DO SUL;Manobra de mudança de faixa;Colisão com objeto;Sem Vítimas;Plena Noite;Céu Claro;Simples;Reta;Não;0;false
2025-01-05;domingo;20:03:00;PB;101;MATARACA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Céu Claro;Dupla;Reta;Não;0;false
2025-01-05;domingo;16:15:00;BA;101;NOVA VICOSA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Nublado;Simples;"Declive;Reta";Não;0;false
2025-01-05;domingo;22:00:00;ES;393;MUQUI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Céu Claro;Simples;"Declive;Reta";Não;0;false
2025-01-05;domingo;23:50:00;BA;324;SALVADOR;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Céu Claro;Múltipla;Curva;Sim;0;false
2025-01-06;segunda-feira;00:00:00;PE;232;BELO JARDIM;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Céu Claro;Simples;Reta;Sim;1;true
2025-01-06;segunda-feira;03:50:00;PR;277;PALMEIRA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Nublado;Simples;"Declive;Reta";Não;1;true
2025-01-06;segunda-feira;07:20:00;SP;381;MAIRIPORA;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Sol;Dupla;"Declive;Reta";Não;0;false
2025-01-06;segunda-feira;07:00:00;BA;116;JEQUIE;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-06;segunda-feira;06:55:00;BA;116;CANDIDO SALES;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-01-06;segunda-feira;08:40:00;RJ;101;NITEROI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;"Ponte;Curva";Não;0;false
2025-01-06;segunda-feira;09:00:00;SC;470;BLUMENAU;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Céu Claro;Múltipla;Reta;Não;0;false
2025-01-06;segunda-feira;07:40:00;PR;277;NOVA LARANJEIRAS;Reação tardia ou ineficiente do condutor;Tombamento;Sem Vítimas;Pleno dia;Céu Claro;Simples;"Curva;Declive";Não;0;false
2025-01-06;segunda-feira;12:05:00;RS;386;FREDERICO WESTPHALEN;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Sol;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;10:30:00;MS;158;PARANAIBA;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Curva;Não;0;false
2025-01-06;segunda-feira;12:00:00;SP;116;JACAREI;Frear bruscamente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Céu Claro;Dupla;Reta;Sim;0;false
2025-01-06;segunda-feira;09:15:00;SC;282;CAMPOS NOVOS;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Sol;Simples;Interseção de Vias;Não;0;false
2025-01-06;segunda-feira;11:45:00;TO;153;COLINAS DO TOCANTINS;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
2025-01-06;segunda-feira;11:40:00;RS;386;SARANDI;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Céu Claro;Simples;Reta;Não;0;false
