id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
662275;18/02/2025;terça-feira;20:00:00;PI;407;607;ACAUA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;5;1;0;0;4;0;0;2;-8,347922;-41,0645582;SPRF-PI;DEL04-PI;UOP01-DEL04-PI
662276;18/02/2025;terça-feira;22:40:00;PB;230;24,2;JOAO PESSOA;Pista esburacada;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Viaduto;Reta";Sim;1;0;1;0;0;0;1;1;-7,1637;-34,8618;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
662279;18/02/2025;terça-feira;23:10:00;RO;319;63;PORTO VELHO;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;"Reta;Interseção de Vias";Sim;3;0;2;0;1;0;2;2;-8,75554625;-63,8864851;SPRF-RO;DEL01-RO;UOP01-DEL01-RO
662280;19/02/2025;quarta-feira;00:05:00;PR;376;212,2;MANDAGUARI;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-23,55914861;-51,66370153;SPRF-PR;DEL09-PR;UOP01-DEL09-PR
662281;19/02/2025;quarta-feira;00:15:00;SC;101;277,9;IMBITUBA;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Múltipla;Reta;Sim;1;0;0;1;0;0;1;1;-28,15478103;-48,69265474;SPRF-SC;DEL02-SC;UOP03-DEL02-SC
662282;18/02/2025;terça-feira;22:49:00;MS;487;18,5;ITAQUIRAI;Velocidade Incompatível;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-23,237358;-54,050802;SPRF-MS;DEL09-MS;UOP01-DEL09-MS
662283;09/01/2025;quinta-feira;19:20:00;PI;343;308;ALTOS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;"Interseção de Vias;Reta";Sim;3;0;1;1;0;1;2;2;-5,0392942;-42,46994734;SPRF-PI;DEL01-PI;UOP01-DEL01-PI
662284;19/02/2025;quarta-feira;00:05:00;SC;282;110;ALFREDO WAGNER;Chuva;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;"Reta;Aclive";Não;3;0;0;0;2;1;0;2;-27,727324;-49,360542;SPRF-SC;DEL01-SC;UOP03-DEL01-SC
662285;19/02/2025;quarta-feira;04:00:00;RJ;101;321;NITEROI;Velocidade Incompatível;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Curva;Sim;1;0;0;0;1;0;0;1;-22,86981096;-43,11046465;SPRF-RJ;DEL02-RJ;UOP01-DEL02-RJ
662286;19/02/2025;quarta-feira;04:30:00;ES;101;12,4;PEDRO CANARIO;Acesso irregular;Colisão frontal;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;2;0;0;0;2;0;0;2;-18,26557435;-39,95730758;SPRF-ES;DEL04-ES;UOP02-DEL04-ES
662288;19/02/2025;quarta-feira;05:55:00;RS;116;138,7;CAXIAS DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Curva;Não;4;0;0;1;3;0;1;2;-29,08970102;-51,11289119;SPRF-RS;DEL05-RS;UOP01-DEL05-RS
662291;19/02/2025;quarta-feira;05:50:00;GO;60;2,5;SANTO ANTONIO DO DESCOBERTO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Não;1;0;1;0;0;0;1;1;-16,074328;-48,266587;SPRF-DF;DEL03-DF;UOP01-DEL03-DF
662293;19/02/2025;quarta-feira;04:50:00;RN;427;97,4;CAICO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Rotatória;Interseção de Vias";Sim;2;0;2;0;0;0;2;1;-6,47026134;-37,08569175;SPRF-RN;DEL03-RN;UOP01-DEL03-RN
662294;19/02/2025;quarta-feira;01:00:00;SC;101;356,9;SANGAO;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;"Curva;Interseção de Vias";Sim;1;0;0;0;1;0;0;1;-28,62930081;-49,08665412;SPRF-SC;DEL02-SC;UOP01-DEL02-SC
662295;19/02/2025;quarta-feira;06:00:00;MS;163;354,3;NOVA ALVORADA DO SUL;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-21,5590991;-54,41671273;SPRF-MS;DEL02-MS;UOP01-DEL02-MS
662296;19/02/2025;quarta-feira;06:35:00;MG;40;621,5;CONSELHEIRO LAFAIETE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Reta;Declive";Sim;3;0;1;1;1;0;2;2;-20,594012;-43,804223;SPRF-MG;DEL05-MG;UOP02-DEL05-MG
662297;07/02/2025;sexta-feira;08:50:00;PB;230;12;CABEDELO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-7,068;-34,85;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
662301;19/02/2025;quarta-feira;07:20:00;SC;101;182,4;BIGUACU;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;2;0;2;0;0;0;2;2;-27,41613807;-48,6266443;SPRF-SC;DEL01-SC;UOP01-DEL01-SC
662302;19/02/2025;quarta-feira;07:00:00;MG;381;484,5;BETIM;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-19,9569794;-44,09381568;SPRF-MG;DEL01-MG;UOP03-DEL01-MG
662305;19/02/2025;quarta-feira;06:43:00;PI;316;8;TERESINA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Sim;5;0;2;0;3;0;2;2;-5,16483402;-42,76899508;SPRF-PI;DEL01-PI;UOP02-DEL01-PI
662306;19/02/2025;quarta-feira;07:30:00;DF;40;2;BRASILIA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-15,99435;-47,985947;SPRF-DF;DEL01-DF;UOP01-DEL01-DF
662308;19/02/2025;quarta-feira;07:00:00;AL;104;88;RIO LARGO;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;3;0;1;1;1;0;2;2;-9,48375193;-35,81815581;SPRF-AL;DEL01-AL;UOP01-DEL01-AL
662309;19/02/2025;quarta-feira;07:45:00;GO;153;499;GOIANIA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-16,7033;-49,2311;SPRF-GO;DEL01-GO;UOP01-DEL01-GO
662310;19/02/2025;quarta-feira;07:50:00;SP;153;59;SAO JOSE DO RIO PRETO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-20,79189559;-49,35453415;SPRF-SP;DEL09-SP;UOP01-DEL09-SP
662313;19/02/2025;quarta-feira;08:00:00;SP;116;135;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-23,144484;-45,77018;SPRF-SP;DEL02-SP;UOP01-DEL02-SP
662315;19/02/2025;quarta-feira;06:25:00;CE;226;67,3;JAGUARIBE;Desrespeitar a preferência no cruzamento;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Reta;Sim;3;1;0;1;1;0;1;2;-5,90247666;-38,62979484;SPRF-CE;DEL05-CE;UOP02-DEL05-CE
662317;19/02/2025;quarta-feira;08:20:00;ES;101;174,5;ARACRUZ;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de Vias;Não;2;0;1;0;1;0;1;2;-19,58550717;-40,19021988;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
662318;16/02/2025;domingo;04:50:00;RJ;40;113;DUQUE DE CAXIAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Múltipla;Reta;Não;4;0;0;1;3;0;1;2;-22,70948502;-43,29040354;SPRF-RJ;DEL01-RJ;UOP02-DEL01-RJ
662322;19/02/2025;quarta-feira;07:30:00;RJ;393;171;TRES RIOS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-22,12300119;-43,16875093;SPRF-RJ;DEL05-RJ;UOP03-DEL05-RJ
662324;19/02/2025;quarta-feira;07:54:00;TO;10;459;PALMAS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Não;2;0;0;1;1;0;1;2;-10,26598702;-48,30742144;SPRF-TO;DEL01-TO;UOP03-DEL01-TO
662326;17/02/2025;segunda-feira;06:42:00;PI;316;385;ALEGRETE DO PIAUI;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;0;0;0;0;1;0;1;-7,24435598;-40,86016897;SPRF-PI;DEL04-PI;UOP03-DEL04-PI
662330;19/02/2025;quarta-feira;09:50:00;RN;101;102;PARNAMIRIM;Falta de acostamento;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-5,88858217;-35,24018997;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
662334;16/02/2025;domingo;06:00:00;RJ;101;485;ANGRA DOS REIS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;2;0;0;1;2;2;-22,98573526;-44,29709764;SPRF-RJ;DEL03-RJ;UOP03-DEL03-RJ
662335;19/02/2025;quarta-feira;08:45:00;SC;470;289;BRUNOPOLIS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;7;0;7;0;0;0;7;2;-27,333546;-50,95219;SPRF-SC;DEL07-SC;UOP06-DEL07-SC
662338;19/02/2025;quarta-feira;09:30:00;RJ;101;266;RIO BONITO;Condutor Dormindo;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Viaduto;Sim;1;0;1;0;0;0;1;1;-22,70861445;-42,65178735;SPRF-RJ;DEL02-RJ;UOP03-DEL02-RJ
662340;19/02/2025;quarta-feira;10:30:00;RS;116;151,4;CAXIAS DO SUL;Curva acentuada;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;2;0;0;2;0;0;2;1;-29,17694502;-51,16173896;SPRF-RS;DEL05-RS;UOP01-DEL05-RS
662341;18/02/2025;terça-feira;22:00:00;RS;285;535;SAO LUIZ GONZAGA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Em Obras;Reta";Não;1;0;0;1;0;0;1;1;-28,401672;-54,64164;SPRF-RS;DEL10-RS;UOP01-DEL10-RS
662345;19/02/2025;quarta-feira;10:53:00;PR;469;16;FOZ DO IGUACU;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Interseção de Vias;Em Obras";Sim;4;0;3;0;1;0;3;3;-25,59275573;-54,51484144;SPRF-PR;DEL05-PR;UOP04-DEL05-PR
662347;19/02/2025;quarta-feira;11:25:00;SC;280;129;RIO NEGRINHO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;6;0;0;1;5;0;1;2;-26,24586437;-49,52284615;SPRF-SC;DEL06-SC;UOP03-DEL06-SC
662348;19/02/2025;quarta-feira;11:15:00;ES;101;68;SAO MATEUS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;0;1;1;2;-18,7165195;-39,87436378;SPRF-ES;DEL04-ES;UOP02-DEL04-ES
662351;19/02/2025;quarta-feira;07:40:00;ES;393;36,3;MUQUI;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Curva;Não;1;0;1;0;0;0;1;1;-20,95830011;-41,43550298;SPRF-ES;DEL03-ES;UOP02-DEL03-ES
662352;19/02/2025;quarta-feira;10:10:00;AC;364;137;RIO BRANCO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;2;0;2;0;2;2;-9,96935404;-67,85264513;SPRF-AC;DEL01-AC;UOP01-DEL01-AC
662353;19/02/2025;quarta-feira;09:50:00;SP;116;154;SAO JOSE DOS CAMPOS;Demais falhas mecânicas ou elétricas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Aclive;Sim;2;0;1;0;1;0;1;2;-23,23903999;-45,92061901;SPRF-SP;DEL02-SP;UOP01-DEL02-SP
662354;19/02/2025;quarta-feira;06:45:00;SC;101;219;PALHOCA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-27,68392194;-48,66710085;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
662355;19/02/2025;quarta-feira;12:00:00;RJ;356;119,3;CAMPOS DOS GOYTACAZES;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-21,631204;-41,408115;SPRF-RJ;DEL08-RJ;UOP01-DEL08-RJ
662357;21/01/2025;terça-feira;08:16:00;MA;226;299;BARRA DO CORDA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;"Aclive;Rotatória";Sim;4;0;0;0;3;1;0;2;-5,49791235;-45,24263176;SPRF-MA;DEL06-MA;UOP01-DEL06-MA
662358;19/02/2025;quarta-feira;11:55:00;BA;116;826;VITORIA DA CONQUISTA;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Curva;Rotatória";Não;2;0;2;0;0;0;2;1;-14,87809;-40,854384;SPRF-BA;DEL08-BA;UOP01-DEL08-BA
662359;15/02/2025;sábado;19:00:00;MT;70;528;VARZEA GRANDE;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;0;1;1;2;-15,656547;-56,211582;SPRF-MT;DEL01-MT;UOP02-DEL01-MT
662360;19/02/2025;quarta-feira;11:40:00;RO;364;713;PORTO VELHO;Sinalização mal posicionada;Engavetamento;Sem Vítimas;Pleno dia;Crescente;Nublado;Dupla;"Reta;Declive";Sim;3;0;0;0;3;0;0;3;-8,77331583;-63,87969248;SPRF-RO;DEL01-RO;UOP01-DEL01-RO
662361;02/01/2025;quinta-feira;17:00:00;SC;101;457;SAO JOAO DO SUL;Acessar a via sem observar a presença dos outros veículos;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-29,24431876;-49,75416183;SPRF-SC;DEL02-SC;UOP02-DEL02-SC
662362;11/02/2025;terça-feira;16:00:00;PR;376;174;MARINGA;Manobra de mudança de faixa;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ignorado;Múltipla;Interseção de Vias;Sim;2;0;0;1;1;0;1;2;-23,41430102;-51,94984299;SPRF-PR;DEL09-PR;UOP01-DEL09-PR
662363;19/02/2025;quarta-feira;12:40:00;RJ;101;403;ITAGUAI;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,857495;-43,787616;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
662364;19/02/2025;quarta-feira;12:00:00;RJ;101;333;RIO DE JANEIRO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Ponte;Curva";Não;1;0;0;1;0;0;1;1;-22,87827816;-43,21053578;SPRF-RJ;DEL02-RJ;UOP01-DEL02-RJ
662365;19/02/2025;quarta-feira;12:05:00;PR;163;7;BARRACAO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Retorno Regulamentado;Interseção de Vias";Sim;2;0;1;0;1;0;1;2;-26,25066;-53,635523;SPRF-PR;DEL02-PR;UOP02-DEL02-PR
662369;19/02/2025;quarta-feira;12:10:00;MT;70;428;CAMPO VERDE;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-15,80326134;-55,40153146;SPRF-MT;DEL05-MT;UOP02-DEL05-MT
662370;19/02/2025;quarta-feira;09:40:00;RJ;101;492;ANGRA DOS REIS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-22,94874989;-44,3279949;SPRF-RJ;DEL03-RJ;UOP03-DEL03-RJ
662373;19/02/2025;quarta-feira;13:20:00;MG;116;415,8;GOVERNADOR VALADARES;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de Vias;Sim;2;0;1;0;1;0;1;2;-18,89588653;-41,94797169;SPRF-MG;DEL06-MG;UOP01-DEL06-MG
662375;19/02/2025;quarta-feira;07:50:00;SC;101;443,1;SANTA ROSA DO SUL;Animais na Pista;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-29,13514431;-49,70626831;SPRF-SC;DEL02-SC;UOP02-DEL02-SC
662376;18/02/2025;terça-feira;23:30:00;MT;174;208;PORTO ESPERIDIAO;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-15,65396393;-58,73823789;SPRF-MT;DEL04-MT;UOP01-DEL04-MT
662377;19/02/2025;quarta-feira;11:50:00;AC;317;278;EPITACIOLANDIA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1;0;0;1;0;0;1;1;-10,97820612;-68,64000864;SPRF-AC;DEL01-AC;UOP02-DEL01-AC
662379;19/02/2025;quarta-feira;15:00:00;ES;101;282,4;CARIACICA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-20,22694;-40,36458;SPRF-ES;DEL01-ES;UOP01-DEL01-ES
662380;12/02/2025;quarta-feira;14:05:00;RR;174;494;BOA VISTA;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Viaduto;Não;1;0;0;1;0;0;1;1;2,74741682;-60,74409485;SPRF-RR;DEL01-RR;UOP01-DEL01-RR
662382;20/01/2025;segunda-feira;11:25:00;MG;50;67,5;UBERLANDIA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ignorado;Dupla;Interseção de Vias;Sim;2;0;1;0;1;0;1;2;-18,87505407;-48,25932018;SPRF-MG;DEL15-MG;UOP02-DEL15-MG
662385;19/02/2025;quarta-feira;15:40:00;RS;116;252;SAPUCAIA DO SUL;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-29,80913395;-51,1675292;SPRF-RS;DEL01-RS;UOP02-DEL01-RS
662388;19/02/2025;quarta-feira;16:00:00;MG;40;795,9;JUIZ DE FORA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-21,81119295;-43,394771;SPRF-MG;DEL05-MG;UOP01-DEL05-MG
662389;19/02/2025;quarta-feira;08:30:00;MA;226;127;SENADOR ALEXANDRE COSTA;Curva acentuada;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;3;0;0;3;0;0;3;1;-5,28022678;-43,87662726;SPRF-MA;DEL06-MA;UOP01-DEL06-MA
662390;19/02/2025;quarta-feira;15:45:00;BA;116;826,4;VITORIA DA CONQUISTA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;2;-14,881474;-40,856831;SPRF-BA;DEL08-BA;UOP01-DEL08-BA
662392;19/02/2025;quarta-feira;16:17:00;RS;290;116;ELDORADO DO SUL;Mal súbito do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-30,046543;-51,367748;SPRF-RS;DEL02-RS;UOP01-DEL02-RS
662395;15/01/2025;quarta-feira;19:00:00;BA;101;183,5;CONCEICAO DA FEIRA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Declive;Não;1;0;1;0;0;0;1;1;-12,53594197;-38,97745507;SPRF-BA;DEL01-BA;UOP03-DEL01-BA
662398;19/02/2025;quarta-feira;15:45:00;RS;468;9,4;PALMEIRA DAS MISSOES;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;Reta;Não;1;1;0;0;0;0;0;1;-27,8481574;-53,38868904;SPRF-RS;DEL08-RS;UOP01-DEL08-RS
662399;19/02/2025;quarta-feira;12:30:00;MT;70;3;BARRA DO GARCAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Declive;Sim;1;0;0;1;0;0;1;1;-15,88060662;-52,27918267;SPRF-MT;DEL07-MT;UOP01-DEL07-MT
662400;19/02/2025;quarta-feira;17:00:00;SE;235;59,9;ITABAIANA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Reta;Interseção de Vias";Não;2;0;0;1;1;0;1;2;-10,62681052;-37,46315897;SPRF-SE;DEL01-SE;UOP02-DEL01-SE
662401;19/02/2025;quarta-feira;16:35:00;MG;381;353;JOAO MONLEVADE;Pista esburacada;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-19,85413685;-43,13207746;SPRF-MG;DEL03-MG;UOP01-DEL03-MG
662403;19/02/2025;quarta-feira;14:30:00;RJ;393;258;BARRA DO PIRAI;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;4;0;3;0;1;0;3;2;-22,46817716;-43,86392355;SPRF-RJ;DEL05-RJ;UOP04-DEL05-RJ
662405;19/02/2025;quarta-feira;17:20:00;BA;324;530;FEIRA DE SANTANA;Acumulo de óleo sobre o pavimento;Tombamento;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Não;1;0;1;0;0;0;1;1;-12,32818491;-38,86174193;SPRF-BA;DEL01-BA;UOP03-DEL01-BA
662406;19/02/2025;quarta-feira;17:10:00;RN;226;3;NATAL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Sol;Simples;Curva;Sim;2;0;1;0;1;0;1;2;-5,82085671;-35,25187091;SPRF-RN;DEL01-RN;UOP02-DEL01-RN
662413;19/02/2025;quarta-feira;18:10:00;RN;110;34,8;MOSSORO;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Sim;2;0;1;1;0;0;2;2;-5,16077999;-37,22144202;SPRF-RN;DEL04-RN;UOP01-DEL04-RN
662414;19/02/2025;quarta-feira;18:00:00;RJ;116;186;NOVA IGUACU;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Múltipla;Reta;Não;2;0;1;1;0;0;2;1;-22,73962339;-43,46276495;SPRF-RJ;DEL06-RJ;UOP01-DEL06-RJ
662415;19/02/2025;quarta-feira;17:10:00;RJ;101;387;RIO DE JANEIRO;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Não;4;0;3;0;1;0;3;2;-22,88537839;-43,64965688;SPRF-RJ;DEL03-RJ;UOP01-DEL03-RJ
662416;19/02/2025;quarta-feira;18:00:00;CE;116;9;FORTALEZA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;0;2;1;3;-3,83165578;-38,50461429;SPRF-CE;DEL01-CE;UOP02-DEL01-CE
662417;19/02/2025;quarta-feira;18:00:00;SP;116;281;EMBU DAS ARTES;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;0;1;1;2;-23,67784787;-46,85769227;SPRF-SP;DEL04-SP;UOP01-DEL04-SP
