id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
730386;20/10/2025;segunda-feira;07:45:00;RJ;101;587,1;PARATY;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;1;0;2;0;1;2;-23,2865211;-44,6959689;SPRF-RJ;DEL03-RJ;UOP04-DEL03-RJ
730392;08/11/2025;sábado;09:17:00;MG;381;544,2;ITATIAIUCU;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Declive;Reta";Não;2;0;0;1;1;0;1;2;-20,24818614;-44,41171646;SPRF-MG;DEL04-MG;UOP03-DEL04-MG
730401;08/11/2025;sábado;12:30:00;BA;116;391;SANTA BARBARA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;1;0;0;1;2;0;4;-11,95492;-38,97641;SPRF-BA;DEL02-BA;UOP01-DEL02-BA
730405;08/11/2025;sábado;12:27:00;PE;232;61,7;POMBOS;Acesso irregular;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-8,15798702;-35,42867057;SPRF-PE;DEL02-PE;UOP02-DEL02PE
730406;08/11/2025;sábado;12:00:00;SC;101;367;ICARA;Chuva;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Aclive;Sim;2;0;1;0;0;1;1;2;-28,699211;-49,191565;SPRF-SC;DEL02-SC;UOP01-DEL02-SC
730408;08/11/2025;sábado;13:00:00;SP;116;35;CACHOEIRA PAULISTA;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,6602838;-44,9726348;SPRF-SP;DEL08-SP;UOP02-DEL08-SP
730411;08/11/2025;sábado;12:30:00;PR;476;224;LAPA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;0;1;1;2;-25,83986281;-49,9300658;SPRF-PR;DEL01-PR;UOP06-DEL01-PR
730416;08/11/2025;sábado;03:30:00;SP;116;59;GUARATINGUETA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;3;0;0;0;2;2;0;4;-22,79215284;-45,16210735;SPRF-SP;DEL08-SP;UOP01-DEL08-SP
730417;08/11/2025;sábado;13:35:00;MG;381;555;ITAGUARA;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;"Reta;Aclive";Não;3;0;0;0;2;1;0;3;-20,35625158;-44,45562154;SPRF-MG;DEL04-MG;UOP03-DEL04-MG
730419;08/11/2025;sábado;12:15:00;SC;101;124,6;ITAJAI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Múltipla;Reta;Não;4;1;0;0;2;1;0;4;-26,9456908;-48,6877599;SPRF-SC;DEL04-SC;UOP04-DEL04-SC
730434;08/11/2025;sábado;13:26:00;PE;101;51;PAULISTA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Viaduto;Sim;4;0;2;0;1;1;2;3;-7,9216981;-34,89240143;SPRF-PE;DEL01-PE;UOP02-DEL01-PE
730435;08/11/2025;sábado;14:14:00;RN;304;26,9;MOSSORO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;7;0;1;1;3;2;2;5;-5,08963;-37,33507;SPRF-RN;DEL04-RN;UOP02-DEL04-RN
730436;08/11/2025;sábado;13:50:00;MT;364;541;ROSARIO OESTE;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;4;1;0;2;0;1;2;3;-14,848507;-56,448323;SPRF-MT;DEL01-MT;UOP01-DEL01-MT
730443;08/11/2025;sábado;15:00:00;SC;282;520;XAXIM;Carga excessiva e/ou mal acondicionada;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Interseção de Vias;Sim;1;0;0;0;1;0;0;1;-26,94943;-52,5290531;SPRF-SC;DEL07-SC;UOP01-DEL07-SC
730444;08/11/2025;sábado;14:30:00;SP;459;1;PIQUETE;Ausência de reação do condutor;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Simples;Curva;Não;2;0;0;0;1;1;0;2;-22,56960226;-45,21686935;SPRF-SP;DEL08-SP;UOP02-DEL08-SP
730449;08/11/2025;sábado;14:30:00;SP;116;334,2;JUQUITIBA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Reta";Sim;3;0;1;0;1;3;1;5;-23,96528712;-47,12757127;SPRF-SP;DEL04-SP;UOP03-DEL04-SP
730454;08/11/2025;sábado;09:45:00;MG;262;58,8;MANHUACU;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;7;1;0;2;3;3;2;7;-20,28141;-42,202137;SPRF-MG;DEL06-MG;UOP03-DEL06-MG
730455;08/11/2025;sábado;14:00:00;BA;116;585;NOVA ITARANA;Falta de acostamento;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-13,10743;-39,97652;SPRF-BA;DEL03-BA;UOP02-DEL03-BA
730458;08/11/2025;sábado;08:20:00;PI;343;255;CAMPO MAIOR;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;2;0;1;3;-4,8463872;-42,1888;SPRF-PI;DEL01-PI;UOP03-DEL01-PI
730459;08/11/2025;sábado;12:30:00;SP;116;116,2;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Declive;Reta";Não;3;0;2;0;0;1;2;2;-23,0573373;-45,6125814;SPRF-SP;DEL02-SP;UOP02-DEL02-SP
730462;08/11/2025;sábado;16:05:00;RO;364;181,4;PIMENTA BUENO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Declive;Não;4;1;1;0;1;5;1;8;-11,767213;-61,081895;SPRF-RO;DEL02-RO;UOP02-DEL02-RO
730464;08/11/2025;sábado;17:00:00;DF;251;56,9;BRASILIA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;"Reta;Ponte";Não;2;1;0;0;1;0;0;2;-15,97936;-47,95555;SPRF-DF;DEL01-DF;UOP01-DEL01-DF
730465;08/11/2025;sábado;16:45:00;ES;101;66,4;SAO MATEUS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;"Reta;Interseção de Vias";Sim;4;0;0;2;1;1;2;3;-18,717728;-39,871822;SPRF-ES;DEL04-ES;UOP02-DEL04-ES
730469;08/11/2025;sábado;13:50:00;SC;280;92,4;CORUPA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Curva;Declive";Não;5;0;3;0;1;1;3;4;-26,394954;-49,299862;SPRF-SC;DEL06-SC;UOP03-DEL06-SC
730473;08/11/2025;sábado;17:15:00;CE;222;125;ITAPAJE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;1;0;0;1;1;0;3;-3,687582;-39,591295;SPRF-CE;DEL04-CE;UOP03-DEL04-CE
730484;08/11/2025;sábado;18:25:00;RJ;101;269;RIO BONITO;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Ignorado;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-22,71554837;-42,67965317;SPRF-RJ;DEL02-RJ;UOP03-DEL02-RJ
730487;08/11/2025;sábado;18:21:00;MA;135;321;DOM PEDRO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;2;0;0;0;1;0;2;-4,97693;-44,412855;SPRF-MA;DEL06-MA;UOP01-DEL06-MA
730489;08/11/2025;sábado;17:45:00;RS;386;189,8;SANTO ANTONIO DO PLANALTO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Declive;Reta";Não;2;0;1;0;1;0;1;2;-28,390898;-52,693604;SPRF-RS;DEL08-RS;UOP01-DEL08-RS
730498;08/11/2025;sábado;15:01:00;RO;364;387,7;OURO PRETO DO OESTE;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;5;0;1;0;3;2;1;4;-10,69182514;-62,27026876;SPRF-RO;DEL03-RO;UOP02-DEL03-RO
730505;08/11/2025;sábado;17:30:00;BA;101;472,8;URUCUCA;Ultrapassagem Indevida;Colisão transversal;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;6;0;0;0;5;1;0;3;-14,55255637;-39,33641911;SPRF-BA;DEL05-BA;UOP01-DEL05-BA
730512;08/11/2025;sábado;18:50:00;ES;262;196;IUNA;Demais falhas mecânicas ou elétricas;Capotamento;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Curva;Não;2;2;0;0;0;0;0;1;-20,27902072;-41,77863169;SPRF-ES;DEL01-ES;UOP02-DEL01-ES
730515;08/11/2025;sábado;20:55:00;RN;405;64,9;FELIPE GUERRA;Manobra de mudança de faixa;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;1;3;-5,573;-37,75646;SPRF-RN;DEL04-RN;UOP02-DEL04-RN
730523;08/11/2025;sábado;13:05:00;PR;163;230,7;CASCAVEL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Declive";Sim;4;0;3;0;0;1;3;2;-24,799825;-53,6743927;SPRF-PR;DEL04-PR;UOP01-DEL04-PR
730526;11/10/2025;sábado;18:30:00;SC;101;214,5;PALHOCA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Múltipla;Reta;Não;3;0;1;0;1;1;1;3;-27,65057195;-48,67492525;SPRF-SC;DEL01-SC;UOP02-DEL01-SC
730531;08/11/2025;sábado;15:17:00;PI;316;406,5;MARCOLANDIA;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Aclive";Não;5;0;1;1;1;3;2;5;-7,392295;-40,740852;SPRF-PI;DEL04-PI;UOP03-DEL04-PI
730535;08/11/2025;sábado;20:00:00;CE;116;325;JAGUARIBE;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ignorado;Simples;"Reta;Declive";Não;2;1;0;0;0;1;0;2;-6,040303;-38,646047;SPRF-CE;DEL05-CE;UOP02-DEL05-CE
730546;24/10/2025;sexta-feira;05:50:00;RS;116;301;GUAIBA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;"Em Obras;Reta";Sim;3;0;0;1;1;4;1;6;-30,1300351;-51,35247104;SPRF-RS;DEL02-RS;UOP01-DEL02-RS
730553;08/11/2025;sábado;19:30:00;MA;330;5;BALSAS;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;8;3;3;1;1;0;4;2;-7,56909701;-46,01700783;SPRF-MA;DEL05-MA;UOP01-DEL05-MA
730557;08/11/2025;sábado;22:20:00;SP;381;31;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Aclive;Reta";Sim;4;0;2;0;1;1;2;3;-23,0608371;-46,5706072;SPRF-SP;DEL03-SP;UOP02-DEL03-SP
730563;08/11/2025;sábado;15:26:00;PA;163;88;ALTAMIRA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;6;1;8;-8,8595;-54,967;SPRF-MT;DEL06-MT;UOP03-DEL06-MT
730564;08/11/2025;sábado;20:15:00;PA;230;14;BREJO GRANDE DO ARAGUAIA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;"Reta;Declive";Não;3;1;0;0;1;1;0;3;-5,67932;-48,28531;SPRF-PA;DEL03-PA;UOP01-DEL03-PA
730585;09/11/2025;domingo;01:10:00;ES;101;91,8;JAGUARE;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;4;0;0;1;2;3;1;6;-18,912182;-39,962788;SPRF-ES;DEL04-ES;UOP02-DEL04-ES
730588;08/11/2025;sábado;23:10:00;MG;40;131;JOAO PINHEIRO;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;7;0;1;0;5;1;1;4;-17,708755;-46,274403;SPRF-MG;DEL14-MG;UOP01-DEL14-MG
730613;09/11/2025;domingo;03:10:00;SC;101;276;IMBITUBA;Estacionar ou parar em local proibido;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Sim;3;0;1;0;1;2;1;4;-28,163951;-48,693521;SPRF-SC;DEL02-SC;UOP03-DEL02-SC
730615;08/11/2025;sábado;14:34:00;GO;80;133;BARRO ALTO;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Interseção de Vias;Sim;1;0;1;0;0;0;1;1;-14,97908203;-48,92981239;SPRF-GO;DEL07-GO;UOP02-DEL07-GO
730620;09/11/2025;domingo;05:30:00;SP;153;227,6;MARILIA;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;2;1;4;-22,067734;-49,901645;SPRF-SP;DEL07-SP;UOP02-DEL07-SP
730623;09/11/2025;domingo;05:00:00;PE;316;29;ARARIPINA;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;"Declive;Reta";Não;3;0;0;0;2;1;0;3;-7,61926;-40,476488;SPRF-PE;DEL05-PE;UOP02-DEL05-PE
730625;09/11/2025;domingo;03:30:00;GO;364;182;JATAI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Simples;Aclive;Não;4;0;1;0;2;1;1;3;-17,9234373;-51,689974;SPRF-GO;DEL05-GO;UOP01-DEL05-GO
730637;09/11/2025;domingo;03:30:00;SC;282;252;SAO JOSE DO CERRITO;Ingestão de álcool pelo condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;9;0;3;3;1;2;6;3;-27,687647;-50,566508;SPRF-SC;DEL05-SC;UOP02-DEL05-SC
730640;09/11/2025;domingo;01:00:00;BA;116;587;NOVA ITARANA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;1;0;0;0;1;0;0;1;-13,13975;-40,00521;SPRF-BA;DEL03-BA;UOP02-DEL03-BA
730647;09/11/2025;domingo;07:40:00;GO;153;564;PROFESSOR JAMIL;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Declive";Não;3;0;2;0;0;1;2;2;-17,241001;-49,239847;SPRF-GO;DEL03-GO;UOP01-DEL03-GO
730656;09/11/2025;domingo;09:30:00;SP;116;280;EMBU DAS ARTES;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Sim;5;0;1;0;3;2;1;5;-23,64947415;-46,84484019;SPRF-SP;DEL04-SP;UOP01-DEL04-SP
730666;09/11/2025;domingo;10:00:00;PR;277;0,9;PARANAGUA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Reta;Interseção de Vias";Sim;3;0;1;0;1;2;1;4;-25,51636538;-48,53927898;SPRF-PR;DEL01-PR;UOP05-DEL01-PR
730667;09/11/2025;domingo;10:00:00;PI;230;304,8;FLORIANO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;"Reta;Declive";Não;3;1;0;0;1;1;0;3;-6,7978;-42,97676;SPRF-PI;DEL03-PI;UOP01-DEL03-PI
730675;09/11/2025;domingo;10:40:00;GO;50;236;CAMPO ALEGRE DE GOIAS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;"Aclive;Curva";Não;2;0;1;0;0;2;1;3;-17,68293599;-47,72426607;SPRF-GO;DEL06-GO;UOP01-DEL06-GO
730678;09/11/2025;domingo;10:00:00;MT;163;670;LUCAS DO RIO VERDE;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;1;1;0;1;2;3;-13,18518;-55,98687167;SPRF-MT;DEL06-MT;UOP01-DEL06-MT
730688;09/11/2025;domingo;12:15:00;PR;277;120,9;CAMPO LARGO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;2;0;0;0;1;1;0;2;-25,44813802;-49,48232263;SPRF-PR;DEL03-PR;UOP03-DEL03-PR
730694;09/11/2025;domingo;08:20:00;MT;163;1042;MATUPA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Amanhecer;Crescente;Nublado;Simples;Reta;Sim;3;1;0;0;1;3;0;5;-10,1415;-54,93;SPRF-MT;DEL06-MT;UOP03-DEL06-MT
730698;09/11/2025;domingo;14:00:00;PR;376;257;CALIFORNIA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Aclive;Não;5;0;1;0;4;0;1;2;-23,672237;-51,355786;SPRF-PR;DEL07-PR;UOP03-DEL07-PR
730700;09/11/2025;domingo;08:52:00;CE;222;125,4;ITAPAJE;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Curva;Sim;3;1;0;0;1;2;0;4;-3,69134;-39,60058;SPRF-CE;DEL04-CE;UOP03-DEL04-CE
730723;09/11/2025;domingo;16:17:00;SP;153;63,9;SAO JOSE DO RIO PRETO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Declive";Sim;5;0;1;0;4;0;1;2;-20,82795;-49,35939;SPRF-SP;DEL09-SP;UOP01-DEL09-SP
730726;09/11/2025;domingo;13:00:00;MG;251;259;SALINAS;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;2;0;1;0;0;1;1;2;-16,01370094;-41,90702811;SPRF-MG;DEL12-MG;UOP02-DEL12-MG
730727;09/11/2025;domingo;13:40:00;BA;116;630;JAGUAQUARA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Aclive;Não;1;0;0;0;1;0;0;1;-13,499832;-40,050524;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
730734;09/11/2025;domingo;17:00:00;TO;153;154;ARAGUAINA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;"Reta;Ponte";Sim;2;0;1;0;0;1;1;2;-7,284802;-48,277797;SPRF-TO;DEL02-TO;UOP01-DEL02-TO
730737;09/11/2025;domingo;15:30:00;MG;365;43,3;SAO JOAO DA LAGOA;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;2;0;0;0;2;1;-16,88994;-44,18275;SPRF-MG;DEL12-MG;UOP01-DEL12-MG
730744;09/11/2025;domingo;17:20:00;CE;222;300,6;TIANGUA;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Curva";Não;2;1;0;0;0;3;0;4;-3,66282;-40,943523;SPRF-CE;DEL04-CE;UOP02-DEL04-CE
730745;09/11/2025;domingo;16:30:00;MT;364;149;PEDRA PRETA;Acostamento em desnível;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;0;1;3;0;4;-16,68012124;-54,29507026;SPRF-MT;DEL02-MT;UOP01-DEL02-MT
730746;09/11/2025;domingo;17:40:00;PR;163;4,4;BARRACAO;Ingestão de álcool pelo condutor;Colisão lateral sentido oposto;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;4;0;0;0;3;1;0;4;-26,256915;-53,627273;SPRF-PR;DEL02-PR;UOP02-DEL02-PR
730750;09/11/2025;domingo;18:40:00;SC;101;157;PORTO BELO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;5;0;1;1;2;1;2;3;-27,18212555;-48,61201135;SPRF-SC;DEL04-SC;UOP03-DEL04-SC
730759;09/11/2025;domingo;18:31:00;MT;163;690;LUCAS DO RIO VERDE;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;4;2;0;0;1;3;0;5;-13,05700868;-55,91435909;SPRF-MT;DEL06-MT;UOP01-DEL06-MT
730761;09/11/2025;domingo;14:30:00;MT;158;544,2;NOVA NAZARE;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;1;3;-13,88615;-52,0617;SPRF-MT;DEL07-MT;UOP02-DEL07-MT
730765;09/11/2025;domingo;18:30:00;MG;116;583,5;MANHUACU;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Crescente;Chuva;Simples;Curva;Não;3;0;1;0;1;1;1;2;-20,2254745;-42,177796;SPRF-MG;DEL06-MG;UOP03-DEL06-MG
730784;09/11/2025;domingo;09:30:00;BA;116;620;JAGUAQUARA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;3;0;2;0;0;1;2;3;-13,34782309;-40,01653682;SPRF-BA;DEL03-BA;UOP02-DEL03-BA
730799;09/11/2025;domingo;18:30:00;MS;163;600,9;SAO GABRIEL DO OESTE;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;"Ponte;Declive;Reta";Não;2;0;0;0;1;1;0;2;-19,492328;-54,482008;SPRF-MS;DEL06-MS;UOP02-DEL06-MS
730801;09/11/2025;domingo;19:10:00;MG;365;202;BURITIZEIRO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;2;0;0;0;1;1;0;2;-17,51062;-45,22509;SPRF-MG;DEL10-MG;UOP02-DEL010-MG
730816;09/11/2025;domingo;22:30:00;MT;174;123;MIRASSOL DOESTE;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;0;2;1;0;3;-15,82987371;-58,0673647;SPRF-MT;DEL03-MT;UOP01-DEL03-MT
730822;09/11/2025;domingo;21:25:00;MG;153;57;MONTE ALEGRE DE MINAS;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Aclive;Não;3;0;1;0;1;1;1;3;-18,87102671;-49,06569779;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
730826;09/11/2025;domingo;23:00:00;MG;116;427,2;ALPERCATA;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-18,99290454;-41,98227882;SPRF-MG;DEL06-MG;UOP01-DEL06-MG
730830;09/11/2025;domingo;23:45:00;MG;262;556;CORREGO DANTA;Velocidade Incompatível;Tombamento;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-19,74942627;-45,98908838;SPRF-MG;DEL08-MG;UOP02-DEL08-MG
730841;10/11/2025;segunda-feira;01:45:00;BA;116;19,5;VITORIA DA CONQUISTA;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Reta;Sim;3;0;1;0;1;1;1;3;-14,893623;-40,821016;SPRF-PE;DEL05-PE;UOP03-DEL05-PE
730857;09/11/2025;domingo;22:20:00;PR;163;132;CAPITAO LEONIDAS MARQUES;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-25,542432;-53,593792;SPRF-PR;DEL05-PR;UOP05-DEL05-PR
730860;09/11/2025;domingo;20:45:00;GO;364;273;MINEIROS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Reta;Aclive";Não;4;0;1;1;1;3;2;5;-17,63921;-52,371085;SPRF-GO;DEL05-GO;UOP01-DEL05-GO
730862;10/11/2025;segunda-feira;07:05:00;RN;101;105;PARNAMIRIM;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-5,90382694;-35,25973734;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
730864;10/11/2025;segunda-feira;06:50:00;PI;343;341,9;TERESINA;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Rotatória;Sim;3;0;1;1;1;0;2;2;-5,082948;-42,750365;SPRF-PI;DEL01-PI;UOP01-DEL01-PI
730868;10/11/2025;segunda-feira;06:00:00;MG;381;946,3;EXTREMA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;"Curva;Declive";Não;7;2;2;0;3;0;2;6;-22,86195573;-46,34460121;SPRF-MG;DEL16-MG;UOP03-DEL16-MG
