id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop
773959;25/05/2026;segunda-feira;03:00:00;BA;116;556,9;NOVA ITARANA;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;4;0;2;0;2;1;0;3;-12,940122;-39,909174;SPRF-BA;DEL03/BA;UOP02-DEL03-BA
773966;25/05/2026;segunda-feira;05:20:00;MG;116;412;GOVERNADOR VALADARES;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;2;0;1;0;1;1;0;2;-18,87647785;-41,96383093;SPRF-MG;DEL06/MG;UOP01-DEL06-MG
773967;25/05/2026;segunda-feira;06:00:00;PR;277;9,2;PARANAGUA;Demais falhas mecânicas ou elétricas;Colisão traseira;Com Vítimas Fatais;Amanhecer;Crescente;Nublado;Dupla;"Declive;Reta";Não;4;1;0;0;0;3;0;4;-25,563223;-48,593302;SPRF-PR;DEL01/PR;UOP05-DEL01-PR
773975;25/05/2026;segunda-feira;05:15:00;PR;376;519,4;PONTA GROSSA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Dupla;"Aclive;Reta";Não;4;0;1;0;1;2;0;3;-25,271185;-49,932416;SPRF-PR;DEL03/PR;UOP03-DEL03-PR
773982;25/05/2026;segunda-feira;07:00:00;MS;262;240;RIBAS DO RIO PARDO;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Nevoeiro/Neblina;Simples;Reta;Sim;4;0;1;0;1;3;0;3;-20,457498;-53,7704;SPRF-MS;DEL01/MS;UOP05-DEL01-MS
773985;25/05/2026;segunda-feira;08:00:00;SP;116;284;ITAPECERICA DA SERRA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Amanhecer;Decrescente;Nublado;Dupla;Reta;Não;4;1;0;0;0;1;0;3;-23,696857;-46,865505;SPRF-SP;DEL04/SP;UOP01-DEL04-SP
773998;25/05/2026;segunda-feira;08:00:00;BA;324;619;SALVADOR;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-12,90719417;-38,45695496;SPRF-BA;DEL01/BA;UOP01-DEL01-BA
774001;25/05/2026;segunda-feira;08:00:00;RS;472;484,2;ITAQUI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;0;2;-29,16861334;-56,47418976;SPRF-RS;DEL12/RS;UOP01-DEL12-RS
774006;25/05/2026;segunda-feira;09:00:00;ES;101;105;LINHARES;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;1;0;1;0;1;0;0;1;-19,02649294;-40,01681775;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
774014;25/05/2026;segunda-feira;08:30:00;PR;163;13,8;BARRACAO;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Curva;Declive";Não;1;0;1;0;1;0;0;1;-26,217829;-53,638221;SPRF-PR;DEL02/PR;UOP02-DEL02-PR
774019;25/05/2026;segunda-feira;09:25:00;SC;282;624,2;IRACEMINHA;Ultrapassagem Indevida;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;5;0;1;0;1;3;0;4;-26,7986233;-53,3462083;SPRF-SC;DEL07/SC;UOP02-DEL07-SC
774031;24/05/2026;domingo;16:40:00;GO;158;120;PIRANHAS;Avarias e/ou desgaste excessivo no pneu;Tombamento;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Declive";Não;2;0;0;0;0;1;0;4;-16,621577;-51,721535;SPRF-GO;DEL04/GO;UOP02-DEL04-GO
774033;25/05/2026;segunda-feira;11:00:00;SP;153;134,4;UBARANA;Ausência de reação do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Reta;Declive";Não;4;0;0;2;2;1;0;3;-21,2809769;-49,78336573;SPRF-SP;DEL09/SP;UOP01-DEL09-SP
774034;25/05/2026;segunda-feira;12:20:00;CE;222;21;CAUCAIA;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;0;1;0;2;-3,73779269;-38,74173816;SPRF-CE;DEL01/CE;UOP01-DEL01-CE
774037;25/05/2026;segunda-feira;06:30:00;MG;116;693,3;MURIAE;Ingestão de substâncias psicoativas pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Reta;Aclive";Não;2;0;1;0;1;0;0;2;-21,04842676;-42,36827787;SPRF-MG;DEL07/MG;UOP02-DEL07-MG
774040;25/05/2026;segunda-feira;11:25:00;MG;251;350;PADRE CARVALHO;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Declive;Não;31;0;0;1;1;29;0;10;-16,2616647;-42,5256839;SPRF-MG;DEL12/MG;UOP02-DEL12-MG
774047;25/05/2026;segunda-feira;12:45:00;RS;116;240;NOVO HAMBURGO;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Aclive;Em Obras;Curva";Sim;3;0;0;1;1;2;0;3;-29,70458805;-51,14666746;SPRF-RS;DEL01/RS;UOP02-DEL01-RS
774051;25/05/2026;segunda-feira;14:00:00;GO;60;96;ANAPOLIS;Desrespeitar a preferência no cruzamento;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;1;1;0;2;-16,372556;-48,944287;SPRF-GO;DEL02/GO;UOP01-DEL02-GO
774052;12/03/2026;quinta-feira;23:45:00;PA;163;198;NOVO PROGRESSO;Pista esburacada;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;"Aclive;Reta";Não;2;0;0;0;0;0;1;1;-7,97051111;-55,16347222;SPRF-PA;DEL05/PA;UOP03-DEL05-PA
774057;25/05/2026;segunda-feira;13:52:00;RS;285;291,1;PASSO FUNDO;Acesso irregular;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-28,23833388;-52,3538214;SPRF-RS;DEL08/RS;UOP03-DEL08-RS
774058;25/05/2026;segunda-feira;14:00:00;MA;135;0;SAO LUIS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-2,583721;-44,242499;SPRF-MA;DEL01-MA;UOP01-DEL01-MA
774061;25/05/2026;segunda-feira;14:50:00;SP;116;157;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;3;0;1;0;1;1;0;4;-23,25715747;-45,94707681;SPRF-SP;DEL02/SP;UOP01-DEL02-SP
774063;25/05/2026;segunda-feira;14:40:00;PR;376;184,5;SARANDI;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;0;2;0;2;-23,443969;-51,866637;SPRF-PR;DEL09/PR;UOP01-DEL09-PR
774066;25/05/2026;segunda-feira;15:00:00;ES;101;110,1;LINHARES;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Reta;Declive";Não;2;0;1;0;1;1;0;2;-19,06625516;-40,03688335;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
774070;25/05/2026;segunda-feira;11:15:00;MG;116;75;MEDINA;Suicídio (presumido);Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;3;1;1;0;1;0;0;3;-16,24781258;-41,47265609;SPRF-MG;DEL11/MG;UOP02-DEL11-MG
774077;25/05/2026;segunda-feira;15:35:00;MG;381;873,5;ESTIVA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Curva;Não;2;0;1;0;1;0;0;2;-22,41906332;-45,96463949;SPRF-MG;DEL16/MG;UOP01-DEL16-MG
774081;25/05/2026;segunda-feira;14:00:00;MG;116;688,5;MURIAE;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Declive";Não;2;0;1;0;1;1;0;1;-21,010528;-42,361176;SPRF-MG;DEL07/MG;UOP02-DEL07-MG
774083;25/05/2026;segunda-feira;15:30:00;RJ;40;123;DUQUE DE CAXIAS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;5;0;3;0;3;1;0;3;-22,799523;-43,290118;SPRF-RJ;DEL01/RJ;UOP02-DEL01-RJ
774084;25/05/2026;segunda-feira;15:25:00;SP;153;60,8;SAO JOSE DO RIO PRETO;Avarias e/ou desgaste excessivo no pneu;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;2;0;2;1;0;2;-20,809256;-49,355884;SPRF-SP;DEL09/SP;UOP01-DEL09-SP
774087;08/03/2026;domingo;10:25:00;MA;226;563;PORTO FRANCO;Transitar na contramão;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;3;0;0;1;1;0;0;5;-6,31653;-47,32396;SPRF-MA;DEL04-MA;UOP02-DEL04-MA
774089;25/05/2026;segunda-feira;16:40:00;PI;316;9,3;TERESINA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;0;2;2;1;0;2;-5,18263377;-42,76380435;SPRF-PI;DEL01-PI;UOP02-DEL01-PI
774090;25/05/2026;segunda-feira;16:10:00;SC;163;76,4;SAO MIGUEL DO OESTE;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Reta;Em Obras";Não;2;0;1;0;1;1;0;2;-26,6830868;-53,51466179;SPRF-SC;DEL07/SC;UOP03-DEL07-SC
774093;25/05/2026;segunda-feira;16:20:00;PR;277;707,7;SANTA TEREZINHA DE ITAIPU;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;3;0;2;0;2;1;0;1;-25,43468521;-54,37756984;SPRF-PR;DEL05/PR;UOP01-DEL05-PR
774094;05/05/2026;terça-feira;16:00:00;RJ;116;316,7;ITATIAIA;Ausência de sinalização;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;1;0;1;2;0;3;-22,466863;-44,497036;SPRF-RJ;DEL07/RJ;UOP02-DEL07-RJ
774096;25/05/2026;segunda-feira;15:00:00;BA;116;509;SANTA TERESINHA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Aclive";Não;2;0;1;0;1;1;0;1;-12,657166;-39,621621;SPRF-BA;DEL02/BA;UOP01-DEL02-BA
774099;25/05/2026;segunda-feira;08:15:00;AM;174;1077;PRESIDENTE FIGUEIREDO;Pista esburacada;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;"Curva;Declive";Não;3;0;1;0;1;1;0;4;-1,378915;-60,3437083;SPRF-AM;DEL01-AM;UOP02-DEL01-AM
774103;25/05/2026;segunda-feira;11:20:00;RJ;116;210;ITAGUAI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;3;0;3;0;3;0;0;2;-22,70557219;-43,74069214;SPRF-RJ;DEL06/RJ;UOP02-DEL06-RJ
774116;25/05/2026;segunda-feira;18:35:00;MG;381;511,7;IGARAPE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Múltipla;"Aclive;Reta";Sim;5;1;0;0;0;3;0;3;-20,0667;-44,2963;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
774121;25/05/2026;segunda-feira;19:00:00;ES;101;189,7;ARACRUZ;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Curva;Declive";Não;3;0;1;0;1;1;0;3;-19,6837682;-40,27330399;SPRF-ES;DEL04-ES;UOP01-DEL04-ES
774127;25/05/2026;segunda-feira;19:15:00;MG;381;441;SABARA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;0;2;-19,82753019;-43,83824633;SPRF-MG;DEL01/MG;UOP01-DEL01-MG
774132;24/05/2026;domingo;23:15:00;PR;277;324,2;GUARAPUAVA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Nevoeiro/Neblina;Simples;"Declive;Reta";Não;2;0;0;0;0;1;0;3;-25,3718103;-51,2644605;SPRF-PR;DEL08/PR;UOP01-DEL08-PR
774134;14/05/2026;quinta-feira;05:10:00;MG;50;15;UBERLANDIA;Carga excessiva e/ou mal acondicionada;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Curva;Declive;Viaduto";Sim;2;0;1;0;1;0;0;2;-18,91263727;-48,17202179;SPRF-MG;DEL15/MG;UOP01-DEL15-MG
774136;25/05/2026;segunda-feira;18:45:00;SC;101;16,9;PALHOCA;Transtornos Mentais (exceto suicidio);Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;4;0;0;1;1;2;0;4;-27,66619432;-48,68851077;SPRF-SC;DEL03/SC;UOP01-DEL03-SC
774137;25/05/2026;segunda-feira;19:20:00;BA;101;481;ILHEUS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Não;2;0;1;0;1;1;0;2;-14,65403371;-39,35017396;SPRF-BA;DEL05/BA;UOP01-DEL05-BA
774138;25/05/2026;segunda-feira;19:50:00;MG;50;43;ARAGUARI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Aclive;Retorno Regulamentado";Não;3;0;1;0;1;1;0;3;-18,7004196;-48,18676472;SPRF-MG;DEL15/MG;UOP02-DEL15-MG
774139;25/05/2026;segunda-feira;18:35:00;RS;290;120;ELDORADO DO SUL;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Reta;Não;3;0;1;0;1;2;0;2;-30,04759693;-51,37814283;SPRF-RS;DEL02/RS;UOP01-DEL02-RS
774145;25/05/2026;segunda-feira;18:27:00;MT;163;1110;GUARANTA DO NORTE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Simples;Curva;Não;1;0;1;0;1;0;0;1;-9,600905;-54,891288;SPRF-MT;DEL06/MT;UOP03-DEL06-MT
774151;25/05/2026;segunda-feira;17:10:00;SC;101;127,8;CAMBORIU;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Não;6;0;1;0;1;5;0;6;-26,975055;-48,682654;SPRF-SC;DEL04/SC;UOP04-DEL04-SC
774156;25/05/2026;segunda-feira;18:27:00;MT;70;513,9;VARZEA GRANDE;Condutor desrespeitou a iluminação vermelha do semáforo;Colisão transversal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Interseção de Vias;Sim;3;0;0;1;1;1;0;5;-15,706063;-56,132671;SPRF-MT;DEL01/MT;UOP02-DEL01-MT
774157;25/05/2026;segunda-feira;17:50:00;SC;470;147;AGRONOMICA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Rotatória;Não;2;0;0;1;1;1;0;2;-27,24660717;-49,69484981;SPRF-SC;DEL04/SC;UOP02-DEL04-SC
774161;25/05/2026;segunda-feira;22:00:00;PR;277;24;MORRETES;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Não;2;0;0;0;0;1;0;4;-25,529288;-48,74447;SPRF-PR;DEL01/PR;UOP05-DEL01-PR
774166;25/05/2026;segunda-feira;22:00:00;GO;60;222;CEZARINA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Aclive;Não;3;0;0;1;1;1;0;3;-17,000525;-49,768738;SPRF-GO;DEL01/GO;UOP02-DEL01-GO
774168;25/05/2026;segunda-feira;12:05:00;PR;163;125;REALEZA;Problema com o freio;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Declive;Não;2;0;0;0;0;1;0;2;-25,60026952;-53,56193036;SPRF-PR;DEL02/PR;UOP02-DEL02-PR
774171;25/05/2026;segunda-feira;22:32:00;PE;101;19;GOIANA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Não;3;0;2;0;2;1;0;3;-7,65544157;-34,94265882;SPRF-PE;DEL01/PE;UOP02-DEL01-PE
774172;25/05/2026;segunda-feira;22:35:00;RS;153;47,9;ERECHIM;Suicídio (presumido);Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Garoa/Chuvisco;Simples;"Aclive;Reta;Interseção de Vias";Sim;4;1;0;0;0;1;0;4;-27,64658321;-52,25167394;SPRF-RS;DEL08/RS;UOP04-DEL08-RS
774173;25/05/2026;segunda-feira;20:45:00;MT;158;740;BARRA DO GARCAS;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;4;1;0;0;0;1;0;4;-15,414419;-52,201187;SPRF-MT;DEL07/MT;UOP01-DEL07-MT
774174;25/05/2026;segunda-feira;23:07:00;RN;304;303;PARNAMIRIM;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;0;1;0;2;-5,8832083;-35,286175;SPRF-RN;DEL01-RN;UOP02-DEL01-RN
774182;25/05/2026;segunda-feira;23:45:00;PR;376;134,5;NOVA ESPERANCA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Declive";Sim;2;0;1;0;1;1;0;2;-23,18763718;-52,21000241;SPRF-PR;DEL09/PR;UOP02-DEL09-PR
774183;25/05/2026;segunda-feira;21:20:00;PE;424;82;GARANHUNS;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;2;1;0;0;0;1;0;2;-8,842608;-36,5294;SPRF-PE;DEL03/PE;UOP01-DEL03-PE
774184;25/05/2026;segunda-feira;18:45:00;PA;230;118;MARABA;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;0;2;0;2;-5,35038567;-49,10176847;SPRF-PA;DEL03/PA;UOP01-DEL03-PA
774186;25/05/2026;segunda-feira;23:30:00;MG;262;78;MATIPO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;"Interseção de Vias;Curva";Não;5;0;1;0;1;3;0;3;-20,33993723;-42,35145941;SPRF-MG;DEL03/MG;UOP03-DEL03-MG
774188;26/05/2026;terça-feira;02:40:00;PB;230;20;JOAO PESSOA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Fatais;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;2;1;0;0;0;1;0;2;-7,14265214;-34,85130035;SPRF-PB;DEL01-PB;UOP01-DEL01-PB
774190;26/05/2026;terça-feira;02:30:00;RJ;116;233;PIRAI;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Dupla;Reta;Não;1;0;1;0;1;0;0;1;-22,66480238;-43,84093223;SPRF-RJ;DEL07/RJ;UOP01-DEL07-RJ
774191;26/05/2026;terça-feira;04:10:00;SP;381;55;MAIRIPORA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nevoeiro/Neblina;Múltipla;"Aclive;Reta";Sim;3;0;1;0;1;1;0;3;-23,23901369;-46,59867235;SPRF-SP;DEL03/SP;UOP01-DEL03-SP
774192;25/05/2026;segunda-feira;20:40:00;GO;153;584;PROFESSOR JAMIL;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;0;2;-17,409663;-49,224998;SPRF-GO;DEL03/GO;UOP01-DEL03-GO
774194;26/05/2026;terça-feira;06:00:00;MG;40;740,1;SANTOS DUMONT;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Curva;Não;1;0;1;0;1;0;0;1;-21,407;-43,5679;SPRF-MG;DEL05/MG;UOP01-DEL05-MG
774195;26/05/2026;terça-feira;06:35:00;SC;101;13;GARUVA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Chuva;Dupla;Reta;Não;6;0;0;1;1;4;0;5;-26,08933489;-48,86310451;SPRF-SC;DEL03/SC;UOP01-DEL03-SC
774198;25/05/2026;segunda-feira;20:30:00;MG;381;655;SANTO ANTONIO DO AMPARO;Avarias e/ou desgaste excessivo no pneu;Incêndio;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;"Aclive;Reta";Não;1;0;0;0;0;1;0;1;-20,98597274;-44,94736131;SPRF-MG;DEL04/MG;UOP02-DEL04-MG
774200;25/05/2026;segunda-feira;22:05:00;RS;116;441,4;CRISTAL;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;"Retorno Regulamentado;Curva";Não;1;0;1;0;1;0;0;1;-31,123593;-52,027693;SPRF-RS;DEL02/RS;UOP02-DEL02-RS
774204;25/05/2026;segunda-feira;23:45:00;RJ;116;313;RESENDE;Deficiência do Sistema de Iluminação/Sinalização;Colisão traseira;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;6;1;0;0;0;4;0;6;-22,460264;-44,46786;SPRF-RJ;DEL07/RJ;UOP02-DEL07-RJ
774214;26/05/2026;terça-feira;07:45:00;RJ;116;95;GUAPIMIRIM;Mal súbito do condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Aclive;Não;2;0;1;0;1;1;0;2;-22,47444;-43,000801;SPRF-RJ;DEL04/RJ;UOP01-DEL04-RJ
774219;26/05/2026;terça-feira;08:14:00;PR;277;728;FOZ DO IGUACU;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;4;0;1;0;1;2;0;4;-25,50986;-54,569063;SPRF-PR;DEL05/PR;UOP03-DEL05-PR
774220;17/04/2026;sexta-feira;08:10:00;RJ;40;121;DUQUE DE CAXIAS;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;1;2;0;3;-22,78493564;-43,2855072;SPRF-RJ;DEL01/RJ;UOP02-DEL01-RJ
774221;26/05/2026;terça-feira;10:00:00;SP;116;144;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;4;0;1;0;1;2;0;4;-23,18027969;-45,84229549;SPRF-SP;DEL02/SP;UOP01-DEL02-SP
774222;26/05/2026;terça-feira;09:00:00;GO;364;187;JATAI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Aclive";Não;2;0;0;0;0;1;0;3;-17,93308194;-51,65897423;SPRF-GO;DEL05/GO;UOP01-DEL05-GO
774232;26/05/2026;terça-feira;12:28:00;TO;153;145;ARAGUAINA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;2;0;1;0;1;1;0;2;-7,20687159;-48,24152319;SPRF-TO;DEL02-TO;UOP01-DEL02-TO
774233;26/05/2026;terça-feira;11:12:00;PE;232;379;FLORES;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;0;0;2;0;3;-8,039196;-38,038863;SPRF-PE;DEL04/PE;UOP01-DEL04-PE
774236;26/05/2026;terça-feira;10:30:00;SC;101;50;JOINVILLE;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;2;0;0;0;0;1;0;2;-26,39075123;-48,84031042;SPRF-SC;DEL03/SC;UOP01-DEL03-SC
774250;26/05/2026;terça-feira;11:40:00;MT;158;715;BARRA DO GARCAS;Ausência de sinalização;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;5;0;0;0;0;4;0;11;-15,183828;-52,180195;SPRF-MT;DEL07/MT;UOP01-DEL07-MT
774251;26/05/2026;terça-feira;14:15:00;SP;116;64;APARECIDA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;1;0;2;-22,8582898;-45,23327381;SPRF-SP;DEL08/SP;UOP01-DEL08-SP
774252;22/03/2026;domingo;16:05:00;RS;285;602;SANTO ANTONIO DAS MISSOES;Pista esburacada;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;6;0;1;0;1;4;0;3;-28,49235989;-55,30486934;SPRF-RS;DEL12/RS;UOP01-DEL12-RS
774254;26/05/2026;terça-feira;11:24:00;MT;70;285;PRIMAVERA DO LESTE;Demais falhas mecânicas ou elétricas;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;2;0;3;-15,576398;-54,363327;SPRF-MT;DEL05/MT;UOP01-DEL05-MT
